xn--mgbab2bd.	900	in	soa	anycast9.irondns.net. dnsmaster.corenic.org. 2601050032 7200 7200 604800 900
u2ab2h4j31i1kc06vfhss4m5aa0v2l02.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - U6F3F0QP0MPPREJ0SU07KC0LVJ1TI8BP NS
u2ab2h4j31i1kc06vfhss4m5aa0v2l02.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. E1BXeUv1pR+Plr46W6zvlrN9gY6STs+v2B305JtUJSBSuS8Y42OLUdkLzwqyV/Ne602Uzed9/MkT+M+l+hSYkBCxUBbxKNbyWPdjBFZdaCvBYBiVpvoG2gO3zYE5USo3MFiENrL54NqmZOjXpWQNKizWU0ChtINVa5snIwtbM0Di06mzzpNe/36pK/L3sxlBMRIz+wHJeCF9xToLhj1yoA==
u6f3f0qp0mpprej0su07kc0lvj1ti8bp.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - U86039NE9G300IEVCRB4357QVDMOEHHT NS
u6f3f0qp0mpprej0su07kc0lvj1ti8bp.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. sD/1rFiQc54vgWKjKoFmbh+4WSoyfdXOTY+FY0mJZfGsN45gVwz9h3id6M0qAngTC1BsWP4nx/juoOsh7Dg1+w3sB5DXczKh229lTG+FOuZDJNwBPu7Mait7M4B2uorF1oFZBtcN1YOBYVbR677X6lloOziwz9a6yxzptLrzSB7ImMjdvTJR0aEr1j6t/xhHBfv/ICG2/LGHKqbVGLSjWQ==
u86039ne9g300ievcrb4357qvdmoehht.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - U8DAGNF0JT21T7QCP7NRQEKH3A7QU7LO NS
u86039ne9g300ievcrb4357qvdmoehht.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. k6Du1Th2q5lQW9B7QRLBgYDXQz2DsfM2w0YV3H8xLWk4UxbPhwZ1cQT/N0cgsxK33KNG7renkSbm4mdO2zkHc7iX60u6iYptiWkOLp81hznP7aRadjtcLfELFditN4rK6uLzM6E1ogYfy5QaXZrBK/G2nLyyHMvxbuJIf7oZdJmXUrXyfhe4CMgTDkMYwvhR5w/JdvM9JjBCS2KBAYFbWQ==
u8dagnf0jt21t7qcp7nrqekh3a7qu7lo.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - UA0T8SBNPBSQ6TCKHBF8NREE2Q5V6VH5 NS
u8dagnf0jt21t7qcp7nrqekh3a7qu7lo.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. O7Z6HzAzLwPJvhjVq4+4MIsb2S65TrxS+GCaZRtFg/RmI04HEYz3UOd+Ay1nlU41vjqvW/RX2sKQQL84VfDhrBIbaucJ26nu8Mj6rtje50XwgZwG2cQbmlgp2PhRX7UJ6XOz0BWHXjdxCh8XAYOcpZakUCxfsnZ1oQrvOf3eDSuIf7Blw3QceSEjj/jXP5W5G8vAwIbYj7gUL+IPy0qvJQ==
ua0t8sbnpbsq6tckhbf8nree2q5v6vh5.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - UACBT9C1V4F6QFGEOOANHHE5SJ54LM41 NS
ua0t8sbnpbsq6tckhbf8nree2q5v6vh5.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. uaLT4r0bNAwd/fzzPFcHawDNlujwRUxN0aTv9dCihwjLRkXhcLRY8wc9J2EVECXhjERQjhBaPA72jK+i9DNXfTwNaSln1jvrroaHGWZkcCaCom8a3z3EICsbnl96AWDoGPGNHnGeaC1rAUQ4PgOFn3CnvYbGzoOg+p6D464+WshGPe1ZxM9I33szR0tjq/lBn6fasG4/Awj1ajq+soGKiQ==
uacbt9c1v4f6qfgeooanhhe5sj54lm41.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - UBDU86CTKV22TIO3Q6O8PVJ5DIP5GNOH NS
uacbt9c1v4f6qfgeooanhhe5sj54lm41.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. EF2wMDCQHiQxO2g+6Hbin1mHOUhSJfb8kn/cxziMcI/WJDsQCaNufqrogGD5e2GtDTJU3+IUdKIaxLzZ8PunZAMdh6yq+htLl+iDtCgA7w9eZpM6iDkD0MEHBI+62WOscIV1ybyJZTzPBLjDvZ7I48wp8F9vyLKNSqZlmQNrCNSzCZngLLOFwrOmive3lbBTEXLdRS45XuP9BUrP64YAug==
ubdu86ctkv22tio3q6o8pvj5dip5gnoh.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - UCORM8BSOR0EIFILHFIQ3LTM8IQEUD2P NS
ubdu86ctkv22tio3q6o8pvj5dip5gnoh.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. cjGyG4aBkZvJSA+1y/3bC8hGcnVUF89yNJcX037dKkjWtDxA1I6fz/yc5bqzUBmbHXlB7IG3Iys8wm+KrarRhfuYtxPci7nIUn9hoGu/MLFHySWtMMhIO1jUNkIzLJfzwN9hm3oxoJ7Ul4jrMEGvEtLXj0xjNjJLRyOV3wBlOP3UpObzJf7XnBPGoNmrj1FZ/NjamY7cWov+ZeeXEuBoBg==
ucorm8bsor0eifilhfiq3ltm8iqeud2p.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - UD1J8MMM61I2SJ5BRSEPFH9JVQN93HQA NS
ucorm8bsor0eifilhfiq3ltm8iqeud2p.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. dGeEkgdhMjo76HkZmDS6i8qGklRFGufpCLC98A2xp0UdljFSnuAouWfTXYGWVbSKP3DP0iBv1SnB/060wcxKt2f7H5Q2Z3F8p/jyRpd8b7g45FN32zHfTkWlWQFNFDO8RXjoZxGHYf05ItsBDRz46W+rdpYJHLxqHBJPDm11Vggt3/k9RjRk9vzWhan9fvOoJhtt8niUByEhfe4f957S4A==
ud1j8mmm61i2sj5brsepfh9jvqn93hqa.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - UDPI6SH5HRBE0BG3S0UAO16M0VNHNALJ NS
ud1j8mmm61i2sj5brsepfh9jvqn93hqa.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. YYNzSoS/t2cGgeeID8AIvQO03f2QLVCHMoOwttIxTOXiVA0LMA1g3WqTJPnwitqZWMKxA6ET5lklYvYVP/A0pbTpx7FJEWak8vGfVUV3WkYt6kLZ3u+IJqRQ4dCCgDX9nnm/9d4lqe9X4HtNqIH/U17POUfh6j03vXSzUeedOpOeMwqnz61jQQf6YSZathPHcaLwMTBgZH3dmO+StVAZzQ==
udpi6sh5hrbe0bg3s0uao16m0vnhnalj.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - UKKI0HPOA2PQRT7PJ0035T4OGI5POENS NS
udpi6sh5hrbe0bg3s0uao16m0vnhnalj.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. FvmBU9dPclNa/z0gDzUhk4QRqBY8k6nQ2E3M2lqNmN5MiETRxSqa9Be6asFDKTF/j5VTbrlXhBQB8G74vFAV9hWv0D+wwmqAn1U4q1szHILq5NK7c4Re4ffPjFIiW5aJxMSUU8qucktc0H6XqK3XRBnwXymgNU1keXDo6TEigtpeW0H3OSSb4kz3gmHjwAzpPGUvtdyefaFfOy510ebB/w==
ukki0hpoa2pqrt7pj0035t4ogi5poens.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - UL14C9CFNLR0Q4S03T1C7RJOAVIK3E4J NS
ukki0hpoa2pqrt7pj0035t4ogi5poens.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. sv4XNUb10IvZqEItrdc7BUF55lMZwUcfwGo79NG7MFUYjmaWuszmu8qmx8rh5S8lFBfVkHrqjlaZH0c1fB9AME7PpPN/SGvY0qNdfFBxFU5aUN46odV1Tj8gMjxsLY5bAntDP8U3PPRLJdPFLBD/M4rL5Ema9SKATPPWJuNuLmYwvRwHL9eG4p4Zz5RMCKN30DwaCbO54/eLcis4bqv2YQ==
ul14c9cfnlr0q4s03t1c7rjoavik3e4j.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - UMGEOKHPHJPEQ6PD2L3BMQCTP198S5GQ NS
ul14c9cfnlr0q4s03t1c7rjoavik3e4j.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. WE1lxPi4msthJgoJTk+FlrPA7rrt91+z1WLeqZF6/FpdyC7eAUneEDFTY2tGMyh8yESNpia+szIPOG78J3qWOOhlGmwXgFaNfss34QPKSeo/1k7HL+9sPnJF/7kKdM7+V39x5iC3UkRzcX7dhtFflHx/vjXVFst7uiga4WwQFgN6sQ0ZtuZyJTs5pOQR5cu38wmC6oOanrEdq97yt8IORw==
umgeokhphjpeq6pd2l3bmqctp198s5gq.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - UNPTQI9QBVIQMK2I8B236P8G141RP25T NS
umgeokhphjpeq6pd2l3bmqctp198s5gq.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. XXbEryuLNjCyttS0Xq44PM/ZEBsIb2gemVXskdEPLCQPhw3Wfq920htp3+e6hwAF6VZQoasOKqwrXKpg89UbFVrRR3N5vRbIMX9n2ZHoHEkw7uT//+VOOfZrgxeY2/LF/m5xv8UPinAej2VdItsXTT9iXS4Hlt9J/8MVXV/cESs+hFbyNQwt6brI+oP7N4PYaoeEhhB1lpifQv2a8WzboA==
unptqi9qbviqmk2i8b236p8g141rp25t.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - UOOGHJR6J2DJ8193V416MKTUBFBVB1G2 NS
unptqi9qbviqmk2i8b236p8g141rp25t.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. 1RUkk74NsN5FOcQSrogkptIgbL/0l+1xOVotYmXfEtpK56nFCC6gDVlkaWo34PBCNZ5oQyTPl6yORJM05xX4h/7nfb+RUNSgOjfLrWybTRwITxn9fAaLeo3WyYtNlw31MdFjRH2qp3KnoLD3DfePR3QXWXFWwqHna3bx9bUNr4bUHqQHFqODUiF0ZixJf0w9qrnbebAIECG2H8Msh61YpA==
uooghjr6j2dj8193v416mktubfbvb1g2.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - USLIBTD4QAOMCA2LS0SR2GGH9D7DAGF2 NS
uooghjr6j2dj8193v416mktubfbvb1g2.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. 0Y0y2VDvZWojtzCZOJGao9jCfo0EqzP1c5g7QUV9Hv7Z5ZZPeKUmhq8GgAraBzghm7cJQEvn3UmZYGL58Z5YDO1bm2rmu9yUd5wGggONsUKY16yYBAd0GddwqW8CuB0x+kbz6WQAf71OnYS+POfAnvorgOnp8aG32XBGhBAt2BHCPFOPOCgMRSsvKt9qEbIeC+FrS3Hu8L/uVefBADtgZg==
uslibtd4qaomca2ls0sr2ggh9d7dagf2.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - UTCPAM02VAO85LJVD8AEBQ7FC6NKIUVN NS
uslibtd4qaomca2ls0sr2ggh9d7dagf2.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. geGHkiTpjAEj9a7UD+07D85O7he+WJ8a1FbdFypimEl97jQujXI5g46e0t/RuTG/dE77l2FQN+cXaqKpO0HDepiuEwFLS77M/1LHMSioDUI+rvTm4oETaaj375Yk8u2KtHOsPb95e1tVefJLnMysx61qQf3SEnAiw6zJZYJuVnCTBqGR3xnWFaY8Z/syUMb29VMp0N5DaZaDtdJrSScuKw==
utcpam02vao85ljvd8aebq7fc6nkiuvn.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - V0SD9F0RNV944SNUL0QO1E283M4EQOIV NS
utcpam02vao85ljvd8aebq7fc6nkiuvn.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. urTiSCQeq+NQf7NzbIbS/rNe0zq/m8UMeWXqRODObqxV1jnFw3YrVbqVc2z45TNJ2qqIJmC/umRK4wC2XPFurukblw9Dn79vsao9OK+OVT328+J4bdIHYyT/CzSIQB52Ppwb+vgb81f2g3gKqe3KBCS3xF5LaNxpo2ELPy5vUY95R7v4pEu1FfFEQBvDN+nhLkBIilWMqyHPZIBzFMmyFg==
v0sd9f0rnv944snul0qo1e283m4eqoiv.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - V2P2VRSODKP5OTDR3Q02QL2L47UDA0MA NS
v0sd9f0rnv944snul0qo1e283m4eqoiv.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. 0Q1QTyFAzjgtLcA2yyHRRZ3448naxmFAQvgiu7qYjeiRv3hlHFCHFE80/m8H76EGUCmb7ol5HzR5nKcgk+RsCg0wFqXcSbqvZZH5/im5svbg3W8xFzEDzgRa0n065QRp2TcVG2iP8s7sKduInHOSYMSV7St5aqQiTiSTAJEXTI3ptlCD458UfWJonNe6dI8x8c3am9dbi8FCFILwTZHfBw==
v2p2vrsodkp5otdr3q02ql2l47uda0ma.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - V2VM2KSF3M92JP200VTJQ7H3QOR7NN12 NS
v2p2vrsodkp5otdr3q02ql2l47uda0ma.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. KTdsODw/oXtVXfcPZIpTYlHmcEsb6YHPmnwDaG7GwKLwlpzr/3KYkFAe/OjXlKDvqzT/9CK1Yeg/tWvb3cCJtUrHfaVXzj7r5QYrTZo5VMlvzj85wYJSWfbwwrqxr18/t16lPATPLZGiFKByQ6EeoG0Gs9hsL4HoYqK/XCloQocSfVShi2vetnHvQZ+uNLNXXDOec9Min6uVmhhpQa4/HQ==
v2vm2ksf3m92jp200vtjq7h3qor7nn12.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - V30S0QK53UB1E7BA1B3ADCK6Q0JGABHF NS
v2vm2ksf3m92jp200vtjq7h3qor7nn12.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. k2DIzW4Qr24Sv2IM5Ql8at6jm0qLGH13DB21ekdD7o+MalJP73DYYJpDp1AlOri+iVOrKgDzCT8jQiAORg9S6DN9fCKJSKcuegmkvAvUkh9qrxmRJ9KVXOeoI5Zkh7/CDq0h+x5lEbsO4lrarcbNCjkY6Af9SedGLK4raRarEyJaKOpE7LJuaC4D7EdnfcooolzEc12NASYt0o+y4kRNsg==
v30s0qk53ub1e7ba1b3adck6q0jgabhf.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - V30VMKK1F94L8EQD2JNNA6JJ0EB0S3EC NS
v30s0qk53ub1e7ba1b3adck6q0jgabhf.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. L9MVDxh2iL+a5LDtNU5Gi0wrZRzQMjcksjI54TE7u8fRLKZSec3QlsSRbW+wBhcyfCf6R8CJUshsp3lamE3Xy9uCLhNABVUdjWCGc0ZPoJJygzjWiGwkREdhncNAVX+wvWD3f6Q1L3GWOPkHsCqRGtCeQ8jfjk9oJnJzn5dOrrWV9+07iSJDziMPG2jwm8i9jsA+6DkaRgsyQUUh91oD3Q==
v30vmkk1f94l8eqd2jnna6jj0eb0s3ec.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - VA62OAC3Q5KL8I4511I9CHK056KJPP0T NS
v30vmkk1f94l8eqd2jnna6jj0eb0s3ec.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. sh0IfeBk8KnwV2X3h3PLWSNI9Kvmdk+ugE6QMimVPEuWWvOp0PSs3Z7XJwmJQ9L4WxJQ0/4UG1zN2xfFHCZ4RYwbijGcI59BUtQoBfLBEeynVXjK/7liIaZW9G7OJA4IlLOXnFXdLLvfl7RlyEEEXJ5tUwcohNBXrm2HghgCGv0WSHu/pHUEjjxFcSMTC63OQq9APoXYlVrkxdhkdgrQEQ==
va62oac3q5kl8i4511i9chk056kjpp0t.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - VCI3189H5N3KD5SUSFEFUORSC812GE19 NS
va62oac3q5kl8i4511i9chk056kjpp0t.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. 2C8pK2jymTZh4tkz+7n02tVf9HRNF10KXr4ANONldFh1YCbbZS2TBJ/z16Hi8/o6zjySzEK4iKjlIiMFsC2U5XiE2zAWQe4y0w/oZTZ+/StlgdqwMeccZ57ahVwFRGXgQKTZdF5TGbut16pTrhCOV2/RGtXYOM/fWLS4EjfsZWLjLS8CTVFfVdX888kYuD0BbZ/oiq93jszXFC0Fb5aOag==
vci3189h5n3kd5susfefuorsc812ge19.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - VEH6EESMEM6UT5AADQHNIH3OOP84B1FU NS
vci3189h5n3kd5susfefuorsc812ge19.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. gpCFML8u8aDavt4RsTbEowjE2O7GDdQKLo/1RL+JSJCXCkwRmki3zNvpUH3drWfOS8dzeh3TGOAtBbcUOSzyPNy4+ihLc7Hvj4NkpbDKy+Y0Z4hPQ6uLK/i2TMWFDDRgWqHOZicnnyggu5OJRa8q4qDrEsK0bCq29Q9xTtfjdlfxpxSWMcH2uWGD7eZIvRY5cWw5ACqkSms+Kp8yC1yJaA==
veh6eesmem6ut5aadqhnih3oop84b1fu.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - VGT4UV2M32VQ4CU8KGJSEGO6LRPVB2B7 NS
veh6eesmem6ut5aadqhnih3oop84b1fu.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. vvw6P5SYZKrfBtgsN6TXad7ed/dvr8hKoXCQJhmIvFftZwVKBlH0GkY3bCgFWqpgcNCaNezHoa1hOKanHcGkzb9tMf3EBGGpHRvSnUTrBYevRzVdGAcZ2Yg85wSnL6cDYElJDGwF5ZdYxyzSKGhd5frlKikP0StEb2mKSLOxGZ0pak+cygvQMivJvclVmL2j9Kj595PFaRux6tl8xvrqQw==
vgt4uv2m32vq4cu8kgjsego6lrpvb2b7.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - VGU6B6MNR15RFARV6CCTQV51TO6MF4RO NS
vgt4uv2m32vq4cu8kgjsego6lrpvb2b7.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. zzG1C6X+KmWJzOinsE/HrOah8mkjLPLFhR1z2HhvJLGu/kgL4P3jhlWGaIOQoQ/6e+VOvp/DwhArxDSwwT9tmUfMPt4lmFWEgg0LoZCtcj0wjyW6uHGg1UudkvvSy2zPud4wGE9Qv8r8WnHtu/kR3IDKtY0N4jPqltbmqbluOrjdpl299n3m0bbADBl5+CYjIClSkAnlcp6+1tRRiuNsGQ==
vgu6b6mnr15rfarv6cctqv51to6mf4ro.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - VJV45N3FM31BCJO453P6B969UPSCIBCL NS
vgu6b6mnr15rfarv6cctqv51to6mf4ro.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. 2uE0YEurWhqWjOszbaE6mCMK4iC92Y5i7Zhp3eyp01e90FrH8jqLvThEsqR/Wq7aPz+Nv/2E7VunUvxoWf1d7U5RVuVsq6xwAtZerM88hUjajoze5odBO8vVHSkKqeHWMghrU722ChRnUoZFHSWuAJU5n0mALaNxnzeO8EotQEtLpAOUSm0pAM2y42UpfuzOTl4OtkNAoyAaK0ydLKapzg==
vjv45n3fm31bcjo453p6b969upscibcl.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - VMTE4IATFJCO7LFE86M40MH17DG09CA7 NS
vjv45n3fm31bcjo453p6b969upscibcl.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. q5idJrsCS7KmDSqphTpQjOLq1lAJmKVQFcDAaXpfBQ3d1MeEUn9qp+4LUKzELHIBCs3ZjmXzrSeqVVf7vU9seNh9zNH9F9zj0FYKKpJRIDEhmRqi/Jj1L01yMjErZVCEjm5/OgThBlLnol5Ql2QUAylCW0gaoRZ/kZhMp3fKitukSTfgE4VpjNG4C283AnTkBy/BMhueR+43nKPwcQSJMw==
vmte4iatfjco7lfe86m40mh17dg09ca7.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - VQIHM8AM4LBPQQTL59RQ08TUEGBBJKUL NS
vmte4iatfjco7lfe86m40mh17dg09ca7.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. fqQXhLKyBg1nO7k8p7Q2zne6QZZKCorS+d7ckpAc+5S66yLHWuRbtkVflZvaewONsFOImKBZoBskl4FZ4hg3ASO5QOLup+Q9Cmtta6+a1bpb/MwAWQY7n42LXeL0d4pw2sNw5QJ8euSlzhL3S2bqKpiB9G4avqdAc7zH4DuG1D+JbK5IDTdO0w3pdhdSYkutCKm9vIsGlTkCSntrEQdFxQ==
vqihm8am4lbpqqtl59rq08tuegbbjkul.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - VQO9MEVJIBA0ND6BVUJUU1S35SP3JOD9 NS
vqihm8am4lbpqqtl59rq08tuegbbjkul.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. LzOHz46zju3uomVaBFc8qUEjM31KO33QKXharRAGJ5lEKPr9SI3lcPYT+1/cr+0cnKErHJ2yxFwPD66sCg4kSoK32Egzi/PRnzGTe7DGPMRn+tkfTQ+Pl5OFg9u4Jz2fLr4qZ0vDSST7S8ZzdYMOU5qKZT9ByvMd8YDVO6TTUMJ0+8Sta0BG6x6wXTpwPv0FmRWmBUiMpu8TiAV9js2EKQ==
vqo9mevjiba0nd6bvujuu1s35sp3jod9.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - VT5JLORPBN4SVLKGLOTQRBK87BTV3D6A NS
vqo9mevjiba0nd6bvujuu1s35sp3jod9.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. 3qnqsF5p+VtR7sR7z5V6uZHF25LdeeHZxnCo7txDAZsHf/Un668o8MaiE5a8yImULqM+NfyuUt4lHyIWz3vbkuXULeeoR7zZg1mT1bkgPfoEZAhT5/PGkPlBEwSxPuKSzDIj9F5HcN6HYUG3jYg5ZEZFedKvyGcdMtLTHir9uhxI2OpZUs1Dw1UG9qL56Q2/4deGzW9b3OSrYYHhRD3hPw==
vt5jlorpbn4svlkglotqrbk87btv3d6a.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - VUT0GS7H7D85UIMLP7IVJSSTAFMJKFVU NS
vt5jlorpbn4svlkglotqrbk87btv3d6a.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. G4pPx+y7iro7aJjuY+Dsv/+/8R7AQq3N/Rij20r80IXsu+4erT8XEWThHLOfIWGy5f9kB96JD6BfdmqKQjCl/36GQjopwD01SrVq29WYQbUEFYDFZTzFsEtFeTLJv9Hu08aeKikjoSZ2vplAxFbYEYx5sMkGCgMFWitSPZ+RD1bOXmTh8WkaElrJDSjake4tRYEE/KPdEFWrVEZHzc/Buw==
vut0gs7h7d85uimlp7ivjsstafmjkfvu.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 00HPVRMQ85MLF73E7EIB2UHM965MDGNF NS
vut0gs7h7d85uimlp7ivjsstafmjkfvu.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. G28iiMBAK7btyU9yLMOBdhLOKWrsxbZ4lUSWXFTe77tE3k5SiDbWIf6Lea/26+ag+JzteY8+9Z1TqPI9pPYm03oU49FOkQtdEuLJlMaGzfd7QW05+GS+G4AGjLzVFrMu5kO9K0v7wJaHZsGa0hmVshepVB4h+lpjmz+pAL9Fw/THiDjrDDPpy2RB41xpYF5cJ8z5qyafeVxLPbd2R4RqBQ==
xn------nzeab1a9a2a0pfnceh78mbab67dea.xn--mgbab2bd.	86400	in	ns	byron.ns.cloudflare.com.
xn------nzeab1a9a2a0pfnceh78mbab67dea.xn--mgbab2bd.	86400	in	ns	zariyah.ns.cloudflare.com.
xn------zzebj0amu3olaodr57l2pia.xn--mgbab2bd.	86400	in	ns	byron.ns.cloudflare.com.
xn------zzebj0amu3olaodr57l2pia.xn--mgbab2bd.	86400	in	ns	zariyah.ns.cloudflare.com.
xn-----5sdgbcacvn0bxf4wiafbf9afa0bzblg.xn--mgbab2bd.	86400	in	ns	ns1.google.com.
xn-----5sdgbcacvn0bxf4wiafbf9afa0bzblg.xn--mgbab2bd.	86400	in	ns	ns2.google.com.
xn-----5sdgbcacvn0bxf4wiafbf9afa0bzblg.xn--mgbab2bd.	86400	in	ns	ns3.google.com.
xn-----5sdgbcacvn0bxf4wiafbf9afa0bzblg.xn--mgbab2bd.	86400	in	ns	ns4.google.com.
xn-----btdaa2az0onag00iba3fsvhae.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn-----btdaa2az0onag00iba3fsvhae.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn-----btdaa2az0onag00ibab49bahea.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn-----btdaa2az0onag00ibab49bahea.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn-----btdaa2az0onag00ibab49bhaae.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn-----btdaa2az0onag00ibab49bhaae.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn-----btdaa2az0onag00ibab49bhae.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn-----btdaa2az0onag00ibab49bhae.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn-----btdaa2az0onag00ibab49bhaea.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn-----btdaa2az0onag00ibab49bhaea.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn-----btdaa2az0onag10i9bd01bhae.xn--mgbab2bd.	86400	in	ns	journey.ns.cloudflare.com.
xn-----btdaa2az0onag10i9bd01bhae.xn--mgbab2bd.	86400	in	ns	remy.ns.cloudflare.com.
xn-----btdaa2az0onaga89ibab92chaf.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
