mma.	3600	in	soa	a.nic.fr. dnsmaster.afnic.fr. 2222893344 3600 1800 1209600 600
saint-jean-de-maurienne-fodere.mma.	3600	in	ns	ns2.iptwins.net.
saint-jean-de-maurienne-fodere.mma.	3600	in	ns	ns3.iptwins.com.
saint-jean-de-maurienne-fodere.mma.	3600	in	ns	ns4.iptwins.com.
saint-jean-de-monts.mma.	3600	in	ns	ns1.iptwins.net.
saint-jean-de-monts.mma.	3600	in	ns	ns2.iptwins.net.
saint-jean-de-monts.mma.	3600	in	ns	ns3.iptwins.com.
saint-jean-de-monts.mma.	3600	in	ns	ns4.iptwins.com.
saint-julien-en-genevois.mma.	3600	in	ns	ns1.iptwins.net.
saint-julien-en-genevois.mma.	3600	in	ns	ns2.iptwins.net.
saint-julien-en-genevois.mma.	3600	in	ns	ns3.iptwins.com.
saint-julien-en-genevois.mma.	3600	in	ns	ns4.iptwins.com.
saint-junien.mma.	3600	in	ns	ns1.iptwins.net.
saint-junien.mma.	3600	in	ns	ns2.iptwins.net.
saint-junien.mma.	3600	in	ns	ns3.iptwins.com.
saint-junien.mma.	3600	in	ns	ns4.iptwins.com.
saint-just-en-chaussee.mma.	3600	in	ns	ns1.iptwins.net.
saint-just-en-chaussee.mma.	3600	in	ns	ns2.iptwins.net.
saint-just-en-chaussee.mma.	3600	in	ns	ns3.iptwins.com.
saint-just-en-chaussee.mma.	3600	in	ns	ns4.iptwins.com.
saint-just-saint-rambert.mma.	3600	in	ns	ns1.iptwins.net.
saint-just-saint-rambert.mma.	3600	in	ns	ns2.iptwins.net.
saint-just-saint-rambert.mma.	3600	in	ns	ns3.iptwins.com.
saint-just-saint-rambert.mma.	3600	in	ns	ns4.iptwins.com.
saint-laurent-du-pont.mma.	3600	in	ns	ns1.iptwins.net.
saint-laurent-du-pont.mma.	3600	in	ns	ns2.iptwins.net.
saint-laurent-du-pont.mma.	3600	in	ns	ns3.iptwins.com.
saint-laurent-du-pont.mma.	3600	in	ns	ns4.iptwins.com.
saint-laurent-du-var.mma.	3600	in	ns	ns1.iptwins.net.
saint-laurent-du-var.mma.	3600	in	ns	ns2.iptwins.net.
saint-laurent-du-var.mma.	3600	in	ns	ns3.iptwins.com.
saint-laurent-du-var.mma.	3600	in	ns	ns4.iptwins.com.
saint-lo-marechal-leclerc.mma.	3600	in	ns	ns1.iptwins.net.
saint-lo-marechal-leclerc.mma.	3600	in	ns	ns2.iptwins.net.
saint-lo-marechal-leclerc.mma.	3600	in	ns	ns3.iptwins.com.
saint-lo-marechal-leclerc.mma.	3600	in	ns	ns4.iptwins.com.
saint-lo-remparts-torteron.mma.	3600	in	ns	ns1.iptwins.net.
saint-lo-remparts-torteron.mma.	3600	in	ns	ns2.iptwins.net.
saint-lo-remparts-torteron.mma.	3600	in	ns	ns3.iptwins.com.
saint-lo-remparts-torteron.mma.	3600	in	ns	ns4.iptwins.com.
saint-louis-avenue-de-bale.mma.	3600	in	ns	ns1.iptwins.net.
saint-louis-avenue-de-bale.mma.	3600	in	ns	ns2.iptwins.net.
saint-louis-avenue-de-bale.mma.	3600	in	ns	ns3.iptwins.com.
saint-louis-avenue-de-bale.mma.	3600	in	ns	ns4.iptwins.com.
saint-louis-europe.mma.	3600	in	ns	ns1.iptwins.net.
saint-louis-europe.mma.	3600	in	ns	ns2.iptwins.net.
saint-louis-europe.mma.	3600	in	ns	ns3.iptwins.com.
saint-louis-europe.mma.	3600	in	ns	ns4.iptwins.com.
saint-lubin-des-joncherets.mma.	3600	in	ns	ns1.iptwins.net.
saint-lubin-des-joncherets.mma.	3600	in	ns	ns2.iptwins.net.
saint-lubin-des-joncherets.mma.	3600	in	ns	ns3.iptwins.com.
saint-lubin-des-joncherets.mma.	3600	in	ns	ns4.iptwins.com.
saint-maixent-l-ecole.mma.	3600	in	ns	ns1.iptwins.net.
saint-maixent-l-ecole.mma.	3600	in	ns	ns2.iptwins.net.
saint-maixent-l-ecole.mma.	3600	in	ns	ns3.iptwins.com.
saint-maixent-l-ecole.mma.	3600	in	ns	ns4.iptwins.com.
saint-malo-parame.mma.	3600	in	ns	ns1.iptwins.net.
saint-malo-parame.mma.	3600	in	ns	ns2.iptwins.net.
saint-malo-parame.mma.	3600	in	ns	ns3.iptwins.com.
saint-malo-parame.mma.	3600	in	ns	ns4.iptwins.com.
saint-malo-saint-servan.mma.	3600	in	ns	ns1.iptwins.net.
saint-malo-saint-servan.mma.	3600	in	ns	ns2.iptwins.net.
saint-malo-saint-servan.mma.	3600	in	ns	ns3.iptwins.com.
saint-malo-saint-servan.mma.	3600	in	ns	ns4.iptwins.com.
saint-mande.mma.	3600	in	ns	ns1.iptwins.net.
saint-mande.mma.	3600	in	ns	ns2.iptwins.net.
saint-mande.mma.	3600	in	ns	ns3.iptwins.com.
saint-mande.mma.	3600	in	ns	ns4.iptwins.com.
saint-marcellin.mma.	3600	in	ns	ns1.iptwins.net.
saint-marcellin.mma.	3600	in	ns	ns2.iptwins.net.
saint-marcellin.mma.	3600	in	ns	ns3.iptwins.com.
saint-marcellin.mma.	3600	in	ns	ns4.iptwins.com.
saint-martin-de-crau.mma.	3600	in	ns	ns1.iptwins.net.
saint-martin-de-crau.mma.	3600	in	ns	ns2.iptwins.net.
saint-martin-de-crau.mma.	3600	in	ns	ns3.iptwins.com.
saint-martin-de-crau.mma.	3600	in	ns	ns4.iptwins.com.
saint-maur-des-fosses-mairie.mma.	3600	in	ns	ns1.iptwins.net.
saint-maur-des-fosses-mairie.mma.	3600	in	ns	ns2.iptwins.net.
saint-maur-des-fosses-mairie.mma.	3600	in	ns	ns3.iptwins.com.
saint-maur-des-fosses-mairie.mma.	3600	in	ns	ns4.iptwins.com.
saint-maur-la-madeleine.mma.	3600	in	ns	ns1.iptwins.net.
saint-maur-la-madeleine.mma.	3600	in	ns	ns2.iptwins.net.
saint-maur-la-madeleine.mma.	3600	in	ns	ns3.iptwins.com.
saint-maur-la-madeleine.mma.	3600	in	ns	ns4.iptwins.com.
saint-max.mma.	3600	in	ns	ns1.iptwins.net.
saint-max.mma.	3600	in	ns	ns2.iptwins.net.
saint-max.mma.	3600	in	ns	ns3.iptwins.com.
saint-max.mma.	3600	in	ns	ns4.iptwins.com.
saint-maximin-la-sainte-baume.mma.	3600	in	ns	ns1.iptwins.net.
saint-maximin-la-sainte-baume.mma.	3600	in	ns	ns2.iptwins.net.
saint-maximin-la-sainte-baume.mma.	3600	in	ns	ns3.iptwins.com.
saint-maximin-la-sainte-baume.mma.	3600	in	ns	ns4.iptwins.com.
saint-medard-en-jalles.mma.	3600	in	ns	ns1.iptwins.net.
saint-medard-en-jalles.mma.	3600	in	ns	ns2.iptwins.net.
saint-medard-en-jalles.mma.	3600	in	ns	ns3.iptwins.com.
saint-medard-en-jalles.mma.	3600	in	ns	ns4.iptwins.com.
saint-nazaire-oceanis.mma.	3600	in	ns	ns1.iptwins.net.
saint-nazaire-oceanis.mma.	3600	in	ns	ns2.iptwins.net.
saint-nazaire-oceanis.mma.	3600	in	ns	ns3.iptwins.com.
saint-nazaire-oceanis.mma.	3600	in	ns	ns4.iptwins.com.
saint-nazaire-republique.mma.	3600	in	ns	ns1.iptwins.net.
saint-nazaire-republique.mma.	3600	in	ns	ns2.iptwins.net.
saint-nazaire-republique.mma.	3600	in	ns	ns3.iptwins.com.
saint-nazaire-republique.mma.	3600	in	ns	ns4.iptwins.com.
saint-omer.mma.	3600	in	ns	ns1.iptwins.net.
saint-omer.mma.	3600	in	ns	ns2.iptwins.net.
saint-omer.mma.	3600	in	ns	ns3.iptwins.com.
saint-omer.mma.	3600	in	ns	ns4.iptwins.com.
saint-ouen-sur-seine.mma.	3600	in	ns	ns1.iptwins.net.
saint-ouen-sur-seine.mma.	3600	in	ns	ns2.iptwins.net.
saint-ouen-sur-seine.mma.	3600	in	ns	ns3.iptwins.com.
saint-ouen-sur-seine.mma.	3600	in	ns	ns4.iptwins.com.
saint-palais-trinquet.mma.	3600	in	ns	ns1.iptwins.net.
saint-palais-trinquet.mma.	3600	in	ns	ns2.iptwins.net.
saint-palais-trinquet.mma.	3600	in	ns	ns3.iptwins.com.
saint-palais-trinquet.mma.	3600	in	ns	ns4.iptwins.com.
saint-paul-les-dax.mma.	3600	in	ns	ns1.iptwins.net.
saint-paul-les-dax.mma.	3600	in	ns	ns2.iptwins.net.
saint-paul-les-dax.mma.	3600	in	ns	ns3.iptwins.com.
saint-paul-les-dax.mma.	3600	in	ns	ns4.iptwins.com.
saint-paul-trois-chateaux.mma.	3600	in	ns	ns1.iptwins.net.
saint-paul-trois-chateaux.mma.	3600	in	ns	ns2.iptwins.net.
saint-paul-trois-chateaux.mma.	3600	in	ns	ns3.iptwins.com.
saint-paul-trois-chateaux.mma.	3600	in	ns	ns4.iptwins.com.
saint-philbert-de-grand-lieu.mma.	3600	in	ns	ns1.iptwins.net.
saint-philbert-de-grand-lieu.mma.	3600	in	ns	ns2.iptwins.net.
saint-philbert-de-grand-lieu.mma.	3600	in	ns	ns3.iptwins.com.
saint-philbert-de-grand-lieu.mma.	3600	in	ns	ns4.iptwins.com.
saint-pierre-d-oleron.mma.	3600	in	ns	ns1.iptwins.net.
saint-pierre-d-oleron.mma.	3600	in	ns	ns2.iptwins.net.
saint-pierre-d-oleron.mma.	3600	in	ns	ns3.iptwins.com.
saint-pierre-d-oleron.mma.	3600	in	ns	ns4.iptwins.com.
saint-pierre-des-corps.mma.	3600	in	ns	ns1.iptwins.net.
saint-pierre-des-corps.mma.	3600	in	ns	ns2.iptwins.net.
saint-pierre-des-corps.mma.	3600	in	ns	ns3.iptwins.com.
saint-pierre-des-corps.mma.	3600	in	ns	ns4.iptwins.com.
saint-pierre-en-auge.mma.	3600	in	ns	ns1.iptwins.net.
saint-pierre-en-auge.mma.	3600	in	ns	ns2.iptwins.net.
saint-pierre-en-auge.mma.	3600	in	ns	ns3.iptwins.com.
saint-pierre-en-auge.mma.	3600	in	ns	ns4.iptwins.com.
saint-pierre-montlimart.mma.	3600	in	ns	ns1.iptwins.net.
saint-pierre-montlimart.mma.	3600	in	ns	ns2.iptwins.net.
saint-pierre-montlimart.mma.	3600	in	ns	ns3.iptwins.com.
saint-pierre-montlimart.mma.	3600	in	ns	ns4.iptwins.com.
saint-pol-sur-ternoise.mma.	3600	in	ns	ns1.iptwins.net.
saint-pol-sur-ternoise.mma.	3600	in	ns	ns2.iptwins.net.
saint-pol-sur-ternoise.mma.	3600	in	ns	ns3.iptwins.com.
saint-pol-sur-ternoise.mma.	3600	in	ns	ns4.iptwins.com.
saint-pons-de-thomieres.mma.	3600	in	ns	ns1.iptwins.net.
saint-pons-de-thomieres.mma.	3600	in	ns	ns2.iptwins.net.
saint-pons-de-thomieres.mma.	3600	in	ns	ns3.iptwins.com.
saint-pons-de-thomieres.mma.	3600	in	ns	ns4.iptwins.com.
saint-pourcain-sur-sioule.mma.	3600	in	ns	ns1.iptwins.net.
saint-pourcain-sur-sioule.mma.	3600	in	ns	ns2.iptwins.net.
saint-pourcain-sur-sioule.mma.	3600	in	ns	ns3.iptwins.com.
saint-pourcain-sur-sioule.mma.	3600	in	ns	ns4.iptwins.com.
saint-priest.mma.	3600	in	ns	ns1.iptwins.net.
saint-priest.mma.	3600	in	ns	ns2.iptwins.net.
saint-priest.mma.	3600	in	ns	ns3.iptwins.com.
saint-priest.mma.	3600	in	ns	ns4.iptwins.com.
saint-quentin-rue-raspail.mma.	3600	in	ns	ns1.iptwins.net.
saint-quentin-rue-raspail.mma.	3600	in	ns	ns2.iptwins.net.
saint-quentin-rue-raspail.mma.	3600	in	ns	ns3.iptwins.com.
saint-quentin-rue-raspail.mma.	3600	in	ns	ns4.iptwins.com.
saint-raphael-centre-culturel.mma.	3600	in	ns	ns1.iptwins.net.
saint-raphael-centre-culturel.mma.	3600	in	ns	ns2.iptwins.net.
saint-raphael-centre-culturel.mma.	3600	in	ns	ns3.iptwins.com.
saint-raphael-centre-culturel.mma.	3600	in	ns	ns4.iptwins.com.
saint-raphael-santa-lucia.mma.	3600	in	ns	ns1.iptwins.net.
saint-raphael-santa-lucia.mma.	3600	in	ns	ns2.iptwins.net.
saint-raphael-santa-lucia.mma.	3600	in	ns	ns3.iptwins.com.
saint-raphael-santa-lucia.mma.	3600	in	ns	ns4.iptwins.com.
saint-remy-de-provence.mma.	3600	in	ns	ns1.iptwins.net.
saint-remy-de-provence.mma.	3600	in	ns	ns2.iptwins.net.
saint-remy-de-provence.mma.	3600	in	ns	ns3.iptwins.com.
saint-remy-de-provence.mma.	3600	in	ns	ns4.iptwins.com.
saint-renan.mma.	3600	in	ns	ns1.iptwins.net.
saint-renan.mma.	3600	in	ns	ns2.iptwins.net.
saint-renan.mma.	3600	in	ns	ns3.iptwins.com.
saint-renan.mma.	3600	in	ns	ns4.iptwins.com.
saint-romain-de-colbosc.mma.	3600	in	ns	ns1.iptwins.net.
saint-romain-de-colbosc.mma.	3600	in	ns	ns2.iptwins.net.
saint-romain-de-colbosc.mma.	3600	in	ns	ns3.iptwins.com.
saint-romain-de-colbosc.mma.	3600	in	ns	ns4.iptwins.com.
saint-sauveur-le-vicomte.mma.	3600	in	ns	ns1.iptwins.net.
saint-sauveur-le-vicomte.mma.	3600	in	ns	ns2.iptwins.net.
saint-sauveur-le-vicomte.mma.	3600	in	ns	ns3.iptwins.com.
saint-sauveur-le-vicomte.mma.	3600	in	ns	ns4.iptwins.com.
saint-savinien.mma.	3600	in	ns	ns1.iptwins.net.
saint-savinien.mma.	3600	in	ns	ns2.iptwins.net.
saint-savinien.mma.	3600	in	ns	ns3.iptwins.com.
saint-savinien.mma.	3600	in	ns	ns4.iptwins.com.
saint-sebastien-s-loire-joliver.mma.	3600	in	ns	ns1.iptwins.net.
saint-sebastien-s-loire-joliver.mma.	3600	in	ns	ns2.iptwins.net.
saint-sebastien-s-loire-joliver.mma.	3600	in	ns	ns3.iptwins.com.
saint-sebastien-s-loire-joliver.mma.	3600	in	ns	ns4.iptwins.com.
saint-sulpice-la-pointe.mma.	3600	in	ns	ns1.iptwins.net.
saint-sulpice-la-pointe.mma.	3600	in	ns	ns2.iptwins.net.
saint-sulpice-la-pointe.mma.	3600	in	ns	ns3.iptwins.com.
saint-sulpice-la-pointe.mma.	3600	in	ns	ns4.iptwins.com.
saint-valery-en-caux.mma.	3600	in	ns	ns1.iptwins.net.
saint-valery-en-caux.mma.	3600	in	ns	ns2.iptwins.net.
saint-valery-en-caux.mma.	3600	in	ns	ns3.iptwins.com.
saint-valery-en-caux.mma.	3600	in	ns	ns4.iptwins.com.
saint-varent.mma.	3600	in	ns	ns1.iptwins.net.
saint-varent.mma.	3600	in	ns	ns2.iptwins.net.
saint-varent.mma.	3600	in	ns	ns3.iptwins.com.
saint-varent.mma.	3600	in	ns	ns4.iptwins.com.
saint-vit.mma.	3600	in	ns	ns1.iptwins.net.
saint-vit.mma.	3600	in	ns	ns2.iptwins.net.
saint-vit.mma.	3600	in	ns	ns3.iptwins.com.
saint-vit.mma.	3600	in	ns	ns4.iptwins.com.
saint-yrieix-la-perche.mma.	3600	in	ns	ns1.iptwins.net.
saint-yrieix-la-perche.mma.	3600	in	ns	ns2.iptwins.net.
saint-yrieix-la-perche.mma.	3600	in	ns	ns3.iptwins.com.
saint-yrieix-la-perche.mma.	3600	in	ns	ns4.iptwins.com.
sainte-foy-la-grande.mma.	3600	in	ns	ns1.iptwins.net.
sainte-foy-la-grande.mma.	3600	in	ns	ns2.iptwins.net.
sainte-foy-la-grande.mma.	3600	in	ns	ns3.iptwins.com.
sainte-foy-la-grande.mma.	3600	in	ns	ns4.iptwins.com.
sainte-genevieve-des-bois.mma.	3600	in	ns	ns1.iptwins.net.
sainte-genevieve-des-bois.mma.	3600	in	ns	ns2.iptwins.net.
sainte-genevieve-des-bois.mma.	3600	in	ns	ns3.iptwins.com.
sainte-genevieve-des-bois.mma.	3600	in	ns	ns4.iptwins.com.
sainte-jamme-sur-sarthe.mma.	3600	in	ns	ns1.iptwins.net.
sainte-jamme-sur-sarthe.mma.	3600	in	ns	ns2.iptwins.net.
sainte-jamme-sur-sarthe.mma.	3600	in	ns	ns3.iptwins.com.
sainte-jamme-sur-sarthe.mma.	3600	in	ns	ns4.iptwins.com.
sainte-livrade-sur-lot.mma.	3600	in	ns	ns1.iptwins.net.
sainte-livrade-sur-lot.mma.	3600	in	ns	ns2.iptwins.net.
sainte-livrade-sur-lot.mma.	3600	in	ns	ns3.iptwins.com.
sainte-livrade-sur-lot.mma.	3600	in	ns	ns4.iptwins.com.
sainte-luce-sur-loire.mma.	3600	in	ns	ns1.iptwins.net.
sainte-luce-sur-loire.mma.	3600	in	ns	ns2.iptwins.net.
sainte-luce-sur-loire.mma.	3600	in	ns	ns3.iptwins.com.
sainte-luce-sur-loire.mma.	3600	in	ns	ns4.iptwins.com.
sainte-maure-de-touraine.mma.	3600	in	ns	ns1.iptwins.net.
sainte-maure-de-touraine.mma.	3600	in	ns	ns2.iptwins.net.
sainte-maure-de-touraine.mma.	3600	in	ns	ns3.iptwins.com.
sainte-maure-de-touraine.mma.	3600	in	ns	ns4.iptwins.com.
sainte-maxime.mma.	3600	in	ns	ns1.iptwins.net.
sainte-maxime.mma.	3600	in	ns	ns2.iptwins.net.
sainte-maxime.mma.	3600	in	ns	ns3.iptwins.com.
sainte-maxime.mma.	3600	in	ns	ns4.iptwins.com.
saintes-recouvrance.mma.	3600	in	ns	ns1.iptwins.net.
saintes-recouvrance.mma.	3600	in	ns	ns2.iptwins.net.
saintes-recouvrance.mma.	3600	in	ns	ns3.iptwins.com.
saintes-recouvrance.mma.	3600	in	ns	ns4.iptwins.com.
salbris.mma.	3600	in	ns	ns1.iptwins.net.
salbris.mma.	3600	in	ns	ns2.iptwins.net.
salbris.mma.	3600	in	ns	ns3.iptwins.com.
salbris.mma.	3600	in	ns	ns4.iptwins.com.
salies-de-bearn.mma.	3600	in	ns	ns1.iptwins.net.
salies-de-bearn.mma.	3600	in	ns	ns2.iptwins.net.
salies-de-bearn.mma.	3600	in	ns	ns3.iptwins.com.
salies-de-bearn.mma.	3600	in	ns	ns4.iptwins.com.
sallanches-avenue-de-geneve.mma.	3600	in	ns	ns1.iptwins.net.
sallanches-avenue-de-geneve.mma.	3600	in	ns	ns2.iptwins.net.
sallanches-avenue-de-geneve.mma.	3600	in	ns	ns3.iptwins.com.
sallanches-avenue-de-geneve.mma.	3600	in	ns	ns4.iptwins.com.
sallanches-place-de-l-eglise.mma.	3600	in	ns	ns1.iptwins.net.
sallanches-place-de-l-eglise.mma.	3600	in	ns	ns2.iptwins.net.
sallanches-place-de-l-eglise.mma.	3600	in	ns	ns3.iptwins.com.
sallanches-place-de-l-eglise.mma.	3600	in	ns	ns4.iptwins.com.
salon-de-provence-l-emperi.mma.	3600	in	ns	ns1.iptwins.net.
salon-de-provence-l-emperi.mma.	3600	in	ns	ns2.iptwins.net.
salon-de-provence-l-emperi.mma.	3600	in	ns	ns3.iptwins.com.
salon-de-provence-l-emperi.mma.	3600	in	ns	ns4.iptwins.com.
salon-de-provence-place-morgan.mma.	3600	in	ns	ns1.iptwins.net.
salon-de-provence-place-morgan.mma.	3600	in	ns	ns2.iptwins.net.
salon-de-provence-place-morgan.mma.	3600	in	ns	ns3.iptwins.com.
salon-de-provence-place-morgan.mma.	3600	in	ns	ns4.iptwins.com.
sancoins.mma.	3600	in	ns	ns1.iptwins.net.
sancoins.mma.	3600	in	ns	ns2.iptwins.net.
sancoins.mma.	3600	in	ns	ns3.iptwins.com.
sancoins.mma.	3600	in	ns	ns4.iptwins.com.
sannois.mma.	3600	in	ns	ns1.iptwins.net.
sannois.mma.	3600	in	ns	ns2.iptwins.net.
sannois.mma.	3600	in	ns	ns3.iptwins.com.
sannois.mma.	3600	in	ns	ns4.iptwins.com.
sarcelles-mairie.mma.	3600	in	ns	ns1.iptwins.net.
sarcelles-mairie.mma.	3600	in	ns	ns2.iptwins.net.
sarcelles-mairie.mma.	3600	in	ns	ns3.iptwins.com.
sarcelles-mairie.mma.	3600	in	ns	ns4.iptwins.com.
sarlat.mma.	3600	in	ns	ns1.iptwins.net.
sarlat.mma.	3600	in	ns	ns2.iptwins.net.
sarlat.mma.	3600	in	ns	ns3.iptwins.com.
sarlat.mma.	3600	in	ns	ns4.iptwins.com.
sarre-union.mma.	3600	in	ns	ns1.iptwins.net.
sarre-union.mma.	3600	in	ns	ns2.iptwins.net.
sarre-union.mma.	3600	in	ns	ns3.iptwins.com.
sarre-union.mma.	3600	in	ns	ns4.iptwins.com.
sarrebourg.mma.	3600	in	ns	ns1.iptwins.net.
sarrebourg.mma.	3600	in	ns	ns2.iptwins.net.
sarrebourg.mma.	3600	in	ns	ns3.iptwins.com.
sarrebourg.mma.	3600	in	ns	ns4.iptwins.com.
sarreguemines.mma.	3600	in	ns	ns1.iptwins.net.
sarreguemines.mma.	3600	in	ns	ns2.iptwins.net.
sarreguemines.mma.	3600	in	ns	ns3.iptwins.com.
sarreguemines.mma.	3600	in	ns	ns4.iptwins.com.
sartrouville.mma.	3600	in	ns	ns1.iptwins.net.
sartrouville.mma.	3600	in	ns	ns2.iptwins.net.
sartrouville.mma.	3600	in	ns	ns3.iptwins.com.
sartrouville.mma.	3600	in	ns	ns4.iptwins.com.
sarzeau.mma.	3600	in	ns	ns1.iptwins.net.
sarzeau.mma.	3600	in	ns	ns2.iptwins.net.
sarzeau.mma.	3600	in	ns	ns3.iptwins.com.
sarzeau.mma.	3600	in	ns	ns4.iptwins.com.
saulieu.mma.	3600	in	ns	ns1.iptwins.net.
saulieu.mma.	3600	in	ns	ns2.iptwins.net.
saulieu.mma.	3600	in	ns	ns3.iptwins.com.
saulieu.mma.	3600	in	ns	ns4.iptwins.com.
saumur.mma.	3600	in	ns	ns1.iptwins.net.
saumur.mma.	3600	in	ns	ns2.iptwins.net.
saumur.mma.	3600	in	ns	ns3.iptwins.com.
saumur.mma.	3600	in	ns	ns4.iptwins.com.
saverne.mma.	3600	in	ns	ns1.iptwins.net.
saverne.mma.	3600	in	ns	ns2.iptwins.net.
saverne.mma.	3600	in	ns	ns3.iptwins.com.
saverne.mma.	3600	in	ns	ns4.iptwins.com.
savigne-l-eveque.mma.	3600	in	ns	ns1.iptwins.net.
savigne-l-eveque.mma.	3600	in	ns	ns2.iptwins.net.
savigne-l-eveque.mma.	3600	in	ns	ns3.iptwins.com.
savigne-l-eveque.mma.	3600	in	ns	ns4.iptwins.com.
savigne.mma.	3600	in	ns	ns1.iptwins.net.
savigne.mma.	3600	in	ns	ns2.iptwins.net.
savigne.mma.	3600	in	ns	ns3.iptwins.com.
savigne.mma.	3600	in	ns	ns4.iptwins.com.
savigny-sur-orge.mma.	3600	in	ns	ns1.iptwins.net.
savigny-sur-orge.mma.	3600	in	ns	ns2.iptwins.net.
savigny-sur-orge.mma.	3600	in	ns	ns3.iptwins.com.
savigny-sur-orge.mma.	3600	in	ns	ns4.iptwins.com.
scaer.mma.	3600	in	ns	ns1.iptwins.net.
scaer.mma.	3600	in	ns	ns2.iptwins.net.
scaer.mma.	3600	in	ns	ns3.iptwins.com.
scaer.mma.	3600	in	ns	ns4.iptwins.com.
sceaux.mma.	3600	in	ns	ns1.iptwins.net.
sceaux.mma.	3600	in	ns	ns2.iptwins.net.
sceaux.mma.	3600	in	ns	ns3.iptwins.com.
sceaux.mma.	3600	in	ns	ns4.iptwins.com.
schiltigheim-mairie.mma.	3600	in	ns	ns1.iptwins.net.
schiltigheim-mairie.mma.	3600	in	ns	ns2.iptwins.net.
schiltigheim-mairie.mma.	3600	in	ns	ns3.iptwins.com.
schiltigheim-mairie.mma.	3600	in	ns	ns4.iptwins.com.
seclin.mma.	3600	in	ns	ns1.iptwins.net.
seclin.mma.	3600	in	ns	ns2.iptwins.net.
seclin.mma.	3600	in	ns	ns3.iptwins.com.
seclin.mma.	3600	in	ns	ns4.iptwins.com.
sedan.mma.	3600	in	ns	ns1.iptwins.net.
sedan.mma.	3600	in	ns	ns2.iptwins.net.
sedan.mma.	3600	in	ns	ns3.iptwins.com.
sedan.mma.	3600	in	ns	ns4.iptwins.com.
sees.mma.	3600	in	ns	ns1.iptwins.net.
sees.mma.	3600	in	ns	ns2.iptwins.net.
sees.mma.	3600	in	ns	ns3.iptwins.com.
sees.mma.	3600	in	ns	ns4.iptwins.com.
segre-en-anjou-bleu.mma.	3600	in	ns	ns1.iptwins.net.
segre-en-anjou-bleu.mma.	3600	in	ns	ns2.iptwins.net.
segre-en-anjou-bleu.mma.	3600	in	ns	ns3.iptwins.com.
segre-en-anjou-bleu.mma.	3600	in	ns	ns4.iptwins.com.
seiches-sur-le-loir.mma.	3600	in	ns	ns1.iptwins.net.
seiches-sur-le-loir.mma.	3600	in	ns	ns2.iptwins.net.
seiches-sur-le-loir.mma.	3600	in	ns	ns3.iptwins.com.
seiches-sur-le-loir.mma.	3600	in	ns	ns4.iptwins.com.
selestat-chateau-d-eau.mma.	3600	in	ns	ns1.iptwins.net.
selestat-chateau-d-eau.mma.	3600	in	ns	ns2.iptwins.net.
selestat-chateau-d-eau.mma.	3600	in	ns	ns3.iptwins.com.
selestat-chateau-d-eau.mma.	3600	in	ns	ns4.iptwins.com.
selestat-sous-prefecture.mma.	3600	in	ns	ns1.iptwins.net.
selestat-sous-prefecture.mma.	3600	in	ns	ns2.iptwins.net.
selestat-sous-prefecture.mma.	3600	in	ns	ns3.iptwins.com.
selestat-sous-prefecture.mma.	3600	in	ns	ns4.iptwins.com.
selles-sur-cher.mma.	3600	in	ns	ns1.iptwins.net.
selles-sur-cher.mma.	3600	in	ns	ns2.iptwins.net.
selles-sur-cher.mma.	3600	in	ns	ns3.iptwins.com.
selles-sur-cher.mma.	3600	in	ns	ns4.iptwins.com.
semur-en-auxois.mma.	3600	in	ns	ns1.iptwins.net.
semur-en-auxois.mma.	3600	in	ns	ns2.iptwins.net.
semur-en-auxois.mma.	3600	in	ns	ns3.iptwins.com.
semur-en-auxois.mma.	3600	in	ns	ns4.iptwins.com.
senas.mma.	3600	in	ns	ns1.iptwins.net.
senas.mma.	3600	in	ns	ns2.iptwins.net.
senas.mma.	3600	in	ns	ns3.iptwins.com.
senas.mma.	3600	in	ns	ns4.iptwins.com.
senlis.mma.	3600	in	ns	ns1.iptwins.net.
senlis.mma.	3600	in	ns	ns2.iptwins.net.
senlis.mma.	3600	in	ns	ns3.iptwins.com.
senlis.mma.	3600	in	ns	ns4.iptwins.com.
senonches.mma.	3600	in	ns	ns1.iptwins.net.
senonches.mma.	3600	in	ns	ns2.iptwins.net.
senonches.mma.	3600	in	ns	ns3.iptwins.com.
senonches.mma.	3600	in	ns	ns4.iptwins.com.
sens.mma.	3600	in	ns	ns1.iptwins.net.
sens.mma.	3600	in	ns	ns2.iptwins.net.
sens.mma.	3600	in	ns	ns3.iptwins.com.
sens.mma.	3600	in	ns	ns4.iptwins.com.
serifontaine.mma.	3600	in	ns	ns1.iptwins.net.
serifontaine.mma.	3600	in	ns	ns2.iptwins.net.
serifontaine.mma.	3600	in	ns	ns3.iptwins.com.
serifontaine.mma.	3600	in	ns	ns4.iptwins.com.
serres.mma.	3600	in	ns	ns1.iptwins.net.
serres.mma.	3600	in	ns	ns2.iptwins.net.
serres.mma.	3600	in	ns	ns3.iptwins.com.
serres.mma.	3600	in	ns	ns4.iptwins.com.
sete.mma.	3600	in	ns	ns1.iptwins.net.
sete.mma.	3600	in	ns	ns2.iptwins.net.
sete.mma.	3600	in	ns	ns3.iptwins.com.
sete.mma.	3600	in	ns	ns4.iptwins.com.
sevremoine.mma.	3600	in	ns	ns1.iptwins.net.
sevremoine.mma.	3600	in	ns	ns2.iptwins.net.
sevremoine.mma.	3600	in	ns	ns3.iptwins.com.
