toray.	86400	in	soa	a.gmoregistry.net. noc.gmoregistry.net. 1769302941 1800 900 604800 3600
plastics.toray.	3600	in	rrsig	DS 8 2 3600 20260130144948 20260123103627 35650 toray. S0B6DawWJMe22TsXKPN9R+IiFmczAn13xbJ6rwCagNW/PIcTyLOsgzpiRcU+oUi0dGzFeqTHdXGdBrUbPZJN+2hsOZeqww/E6brJsgEJA5FyM30elk3ZW0cZHxAL2+HRdven0M+bnig5iNhir869g54xGU8rfReYGvFfN0MKkJM=
plastics.toray.	86400	in	ns	a1-184.akam.net.
plastics.toray.	86400	in	ns	a12-66.akam.net.
plastics.toray.	86400	in	ns	a14-65.akam.net.
plastics.toray.	86400	in	ns	a4-66.akam.net.
plastics.toray.	86400	in	ns	a5-66.akam.net.
plastics.toray.	86400	in	ns	a7-65.akam.net.
primeflex.toray.	3600	in	ds	8922 13 2 CD8C9CD648191FFE2D6132AFD5D0B76FE4224F8233FEB7FFF23F5CA46EAE6598
primeflex.toray.	3600	in	rrsig	DS 8 2 3600 20260128064116 20260121095310 35650 toray. ISFF9YJm5Bz6vNTqgIjfM1khdiONBjuZ9+scERPIUF/xUEstPEeSJIy8AXAZZbpVLKbbnrMN8aBcF56/ZqJZB7ltGVRA2Hm2DhXpv5Y8XCtzzf4fDhBtqSZV7vVz9norXMnMvUt+yQpluBmwo4HyLJAqpbpjw32smjY5t8xGtL4=
primeflex.toray.	86400	in	ns	a1-184.akam.net.
primeflex.toray.	86400	in	ns	a12-66.akam.net.
primeflex.toray.	86400	in	ns	a14-65.akam.net.
primeflex.toray.	86400	in	ns	a4-66.akam.net.
primeflex.toray.	86400	in	ns	a5-66.akam.net.
primeflex.toray.	86400	in	ns	a7-65.akam.net.
printingsystem.toray.	3600	in	ds	47383 13 2 6546A1E02C6EAD40C7F5014AF8890C461E211ED7CFFDF1400836B7FBBB858F04
printingsystem.toray.	3600	in	rrsig	DS 8 2 3600 20260128230139 20260122041626 35650 toray. KFtYLzldEIBlMaMO/jCv7ETw0yRPNAdY17zpeoEvldfKtWq419THIVdTaRZGnwUZde9mzip3NhXDpoAEI8JzDYZTs+wQf2pC1Z24v3CIbPyG0fxjxhbjppgElLrRPmbXZ76F2oAYYI3J8YDRG0j0SntymHT6ROy2tVNnfE9LJWc=
printingsystem.toray.	86400	in	ns	a1-184.akam.net.
printingsystem.toray.	86400	in	ns	a12-66.akam.net.
printingsystem.toray.	86400	in	ns	a14-65.akam.net.
printingsystem.toray.	86400	in	ns	a4-66.akam.net.
printingsystem.toray.	86400	in	ns	a5-66.akam.net.
printingsystem.toray.	86400	in	ns	a7-65.akam.net.
q71l3cautf408edbb9m2t08rso4mqadj.toray.	3600	in	nsec3	1 0 0 - Q8PRM5O24Q5MDO6BN1QVT7N7JMUDSG33 NS DS RRSIG
q71l3cautf408edbb9m2t08rso4mqadj.toray.	3600	in	rrsig	NSEC3 8 2 3600 20260128194504 20260121072215 35650 toray. ZZgEuWPKigJ+wjpwuGORMUA/61OXqkHsTVKz7DytRWahCJYlEy3v7uI9D0qUK5Z6U0wUBKfLAFUHyhLiR2yJz5CPhrjiob1ryiN49mGpbhkYUYVWst08VylhGrBm/ZJJGt8m5/y4hDiaNFzqF3ADgTJ465JdO1pRmKsCsUxf/NM=
q8prm5o24q5mdo6bn1qvt7n7jmudsg33.toray.	3600	in	nsec3	1 0 0 - QG05EFL569PE4T29PF3NOS1ON5RETQSG NS DS RRSIG
q8prm5o24q5mdo6bn1qvt7n7jmudsg33.toray.	3600	in	rrsig	NSEC3 8 2 3600 20260128135708 20260121093810 35650 toray. EyJoMg5/ZoFycoFEzlPZ7Qa9IXXAfem9udNKw+vvZQNb/IptW0i7oYIN+2M7YS1GYoi5zRBCxbl4iPUgHpmFkMB3mOVZJLMOqr1F725rpzDk2W5tAf6F8sFmFqvdu+ztXLU2wpj8iKOj70hp6p55X/M3ZolCMiKN0bpaN7a5YVM=
qc.toray.	3600	in	ds	3866 13 2 221BF9867CCA8CA18A59E194A9E771FE7CD9CCE98CBB2102EC5D746BB2FE6632
qc.toray.	3600	in	rrsig	DS 8 2 3600 20260130164503 20260123082415 35650 toray. Okaf1dOcOmMlsM+mdxledQROTHg0lT488msDnxOAMtEtOx4bm/3eAwOYDORfnmOZ8N9gPjHq5eFuOAv+TckhcFjS1S2/kMBVQ55YCnUvJl52/fA4PO8BlVWc9Ks1HPnsaFi4qWGtiDjpPJ+PvAXETFHnsrD4lAaI3lY/CvVBnq0=
qc.toray.	86400	in	ns	a1-184.akam.net.
qc.toray.	86400	in	ns	a12-66.akam.net.
qc.toray.	86400	in	ns	a14-65.akam.net.
qc.toray.	86400	in	ns	a4-66.akam.net.
qc.toray.	86400	in	ns	a5-66.akam.net.
qc.toray.	86400	in	ns	a7-65.akam.net.
qg05efl569pe4t29pf3nos1on5retqsg.toray.	3600	in	nsec3	1 0 0 - QMB1REAB29NC0VAAAHNKAJMGED28PFIL NS DS RRSIG
qg05efl569pe4t29pf3nos1on5retqsg.toray.	3600	in	rrsig	NSEC3 8 2 3600 20260128202941 20260121144309 35650 toray. IslD315IgVCnafBeUNQO+ul877T1AecE3uRrpN/USxtNUgX0/z34ENMpi9R6jxc5mXM1CUHjtwnNqorERvHNIjy/LhKdgvCdhIZkG+jzp/zBUfMxJ8I2rrSUq1E9MedEhZYdbenWan/mU2wwJKOfBvTpAOSG+Bx1uMVcCKh6KuM=
qmb1reab29nc0vaaahnkajmged28pfil.toray.	3600	in	nsec3	1 0 0 - R8OTBBJTUF0DBNE3SUT1KD7ACRKM924F NS DS RRSIG
qmb1reab29nc0vaaahnkajmged28pfil.toray.	3600	in	rrsig	NSEC3 8 2 3600 20260130053036 20260123082415 35650 toray. Zq1d6adwd/G8NHd/hR7011oSCZSwGuzUCFf3c7kG74jH8hrm5q9eFurRZz199KA70Z5nlHfqBkd2cLMQY14BoRqjtqiKQcZyaQspIxjvMwZI71ANhE5cCB4UWKLL4nswbISRU0etyqm5nAGLT0FPjhJdshRyZwFSK22UKAfWzQA=
r8otbbjtuf0dbne3sut1kd7acrkm924f.toray.	3600	in	nsec3	1 0 0 - S0N2C67C0J5O7FBRO2LHHH4JHIE7N0AB NS DS RRSIG
r8otbbjtuf0dbne3sut1kd7acrkm924f.toray.	3600	in	rrsig	NSEC3 8 2 3600 20260129055419 20260121175910 35650 toray. er+LhgZRnebr0ylP7UVGw7+tDhta9UQVxR0o+PMBzzR6bMiHyzoY96sDquyRciytSMYr7jIPIzAZaFzyaqsVzldetANlNx7YgPetq0T4RIqwE5d66FK9QvGOkSfDZG4w0dfhbmbLe9kDpZB6LbXD1zwUMrRhk/9ZKW2CpLi7F/8=
s0n2c67c0j5o7fbro2lhhh4jhie7n0ab.toray.	3600	in	nsec3	1 0 0 - S9LL4078ARUNQG7G4RA58LPVUK81CC59 NS DS RRSIG
s0n2c67c0j5o7fbro2lhhh4jhie7n0ab.toray.	3600	in	rrsig	NSEC3 8 2 3600 20260127184133 20260120142308 35650 toray. lt+3lHdggMXfLnaNu1h9RTLDa8wv4aDneLgzVuYZy6tNPpzwKGW/jegtPXdpgOTl/8Q/MVt2gRH8YaOHhThcDlo06ijstvJF/0lEczb5f1BTa9XC6RzgCoxeWhvHEY3cQmmsi2NyFWQmvgjjDcE8d3mFhAwKo7ILCXLg/8WaZ7c=
s9ll4078arunqg7g4ra58lpvuk81cc59.toray.	3600	in	nsec3	1 0 0 - STMU7VOO5UME2L0VEG87L8IHC74JBGF0 NS DS RRSIG
s9ll4078arunqg7g4ra58lpvuk81cc59.toray.	3600	in	rrsig	NSEC3 8 2 3600 20260129011448 20260122065812 35650 toray. EpJhC+n3DPvFSb9E4iyspvKo+rUtfX4gpKo1j6k1873RXwO5bQZmh04by0IzOCP691NXWk3bdvB0yXSVYO8LTZL6iOBc31fofOFMYqbz7X7gsyn7SWy9h5ABgT5Zek18sZt0rbhVhh2Z3Z+s/8psdtWgIGvUPHagelcB124/ISo=
search.toray.	3600	in	ds	39235 13 2 9C0E1C02B591B3F2B97F4DB6A45E416905872C443D11ABA5F33B3115BFA37A2C
search.toray.	3600	in	rrsig	DS 8 2 3600 20260128092109 20260121030610 35650 toray. eWPLbgMF0iI8SV/jcrKrJuu2VlJqbaOUpXnRm9Jt3TzVhs/xfkxnQTQiXU81x2ozNs0ncE7unLfpy3MsqZyWUyj48siAu2j6lQFhCRdHPxNwVRCsPlqxOlbQEfAI7c5GVpjE+gy6UD1KSoNfhORLXFkDwLgNQT6Pj5mE5U0Cl48=
search.toray.	86400	in	ns	a1-184.akam.net.
search.toray.	86400	in	ns	a12-66.akam.net.
search.toray.	86400	in	ns	a14-65.akam.net.
search.toray.	86400	in	ns	a4-66.akam.net.
search.toray.	86400	in	ns	a5-66.akam.net.
search.toray.	86400	in	ns	a7-65.akam.net.
semiconductor.toray.	3600	in	ds	46553 13 2 62A5A72D2AEA81DF6F8D285972FED0B7F84D0C400B50DCCC4F54F50608F1BD75
semiconductor.toray.	3600	in	rrsig	DS 8 2 3600 20260129082407 20260122131109 35650 toray. ndCH+ZFPfBRnBdCQan6VvnfWDUllYi56DY5w9rzeMTWblR/QtK1qBhikHeGYdcmYOKi2GFKOLvc1amEUGvSeS6cNaPCdazlUQnznUBwu0fCoE19DivMrMI6Ai6qAYyyvNr3KG9wXdP1rMAKBiN1irP0d91pIOZsJYiocV+/ZwcM=
semiconductor.toray.	86400	in	ns	a1-184.akam.net.
semiconductor.toray.	86400	in	ns	a12-66.akam.net.
semiconductor.toray.	86400	in	ns	a14-65.akam.net.
semiconductor.toray.	86400	in	ns	a4-66.akam.net.
semiconductor.toray.	86400	in	ns	a5-66.akam.net.
semiconductor.toray.	86400	in	ns	a7-65.akam.net.
senbism.toray.	3600	in	ds	59086 13 2 C77BA279F67D37637AD44C56897556C01B59A6FE39603D213BF5DD364C61BBBD
senbism.toray.	3600	in	rrsig	DS 8 2 3600 20260130130456 20260123012214 35650 toray. D8/axzT+9t7pl2i+LJozztSxcgtMXc6sXvcHs38TEEfhtNwYAmOh6wD6svq+0y++CQgrhhtRkLHGHJzlQsoAL7+oGBxUXqUP0wNBsVxIJCH59sEo7j5QfUjHswiPAm3pI612ZroZGJMtxhuuF1zpb+w2BIdvBB7MRku3Llln0JM=
senbism.toray.	86400	in	ns	a1-184.akam.net.
senbism.toray.	86400	in	ns	a12-66.akam.net.
senbism.toray.	86400	in	ns	a14-65.akam.net.
senbism.toray.	86400	in	ns	a4-66.akam.net.
senbism.toray.	86400	in	ns	a5-66.akam.net.
senbism.toray.	86400	in	ns	a7-65.akam.net.
sportstextiles.toray.	3600	in	ds	28547 13 2 DFF6AAA34594EE4BF6B65E27AB9D70EFEB1600904D65C14B89B492065A99FE49
sportstextiles.toray.	3600	in	rrsig	DS 8 2 3600 20260130010327 20260122215111 35650 toray. ZwyW+0mAUA+euioY027NiDRlB+u4NHtgtehf5AQSY3CvJ7daKM/IIxv/Kd40pql7UYTtYnDpqP83n+S7a/FcaHfqbh7SalJ0XT47kNQZQC8a9nrf6BzhCDd/4DdsZRXuJS5VPa+myvcIPwWAHDKFuujuoTsdRg/Iyt543JCkFgo=
sportstextiles.toray.	86400	in	ns	a1-184.akam.net.
sportstextiles.toray.	86400	in	ns	a12-66.akam.net.
sportstextiles.toray.	86400	in	ns	a14-65.akam.net.
sportstextiles.toray.	86400	in	ns	a4-66.akam.net.
sportstextiles.toray.	86400	in	ns	a5-66.akam.net.
sportstextiles.toray.	86400	in	ns	a7-65.akam.net.
stmu7voo5ume2l0veg87l8ihc74jbgf0.toray.	3600	in	nsec3	1 0 0 - SUH1GNDEOKIE1RBBRKT7SSIU2S8SNKVL NS DS RRSIG
stmu7voo5ume2l0veg87l8ihc74jbgf0.toray.	3600	in	rrsig	NSEC3 8 2 3600 20260128164841 20260121091912 35650 toray. gWVUkIWJkGmAlqmAxP//t9EGJiXNcnP8VAIjv1+3XlE3M5GiGfPAikEFBH9n9Le/4tCZ43TQKg+JqnKnpNMlE5CA59Bb3VSmoI4AKy9Npn8akRiJkT9wxWEm1BBEid8VI/P3pPGsAwWEqbKkl5SSWDDK2Zjl4J6PUoFC2/dnnE8=
suh1gndeokie1rbbrkt7ssiu2s8snkvl.toray.	3600	in	nsec3	1 0 0 - TO3JKLR2GNNIBJPD6MVPMNINS7FCS1QO NS DS RRSIG
suh1gndeokie1rbbrkt7ssiu2s8snkvl.toray.	3600	in	rrsig	NSEC3 8 2 3600 20260127061906 20260120080610 35650 toray. BAm8eoYWE2mzxJoaHisEcUDkPzT08Uz90ataonBkV5I8NbpOKuuySJBzYRFxtItHulhKy+l9zNdUBCCtzayENl8Q5cW4a2+fOWXmiUZpN9WXAHVHXgvzff2vK1PT4jakXAQkXm5BHcTNhhqDKnwUf5vm+oM+hxollR97xczx1/M=
suizogan.toray.	3600	in	ds	10697 13 2 DE274F96FA1A1C8D25B33B9ABF9CA44C4062B7F665C84CC664D2D4B7BDB02B10
suizogan.toray.	3600	in	rrsig	DS 8 2 3600 20260128025344 20260120205109 35650 toray. W1nj0eAm7wxftlW96rKYwg2V3q0fWoeD7BengZbT7Ij/Qx3gKUMR2Jw3hqPUKmcvZyjZDSnKDG5fRGN8rlSkcIyo2uMdflUr9azAT5SSnbHdd0jx70+uURnO6HNzaiXeEsLq8BhLivLUtt+5oTJPmmn50W8B0pppvMZaFqaJopM=
suizogan.toray.	86400	in	ns	a1-184.akam.net.
suizogan.toray.	86400	in	ns	a12-66.akam.net.
suizogan.toray.	86400	in	ns	a14-65.akam.net.
suizogan.toray.	86400	in	ns	a4-66.akam.net.
suizogan.toray.	86400	in	ns	a5-66.akam.net.
suizogan.toray.	86400	in	ns	a7-65.akam.net.
t-doc.toray.	3600	in	ds	33743 13 2 617AD83EF04D90513323DFE49BFD34B75A324E68455F704E6C739ECB288B4733
t-doc.toray.	3600	in	rrsig	DS 8 2 3600 20260129131735 20260122203219 35650 toray. k+lvqNxJHSufSNCL0Tg97mjBrbVUiMBXAIvwu3q+YsNRtdmN9pNj3bhVs+6mbtP7S1pSYkf5+5t/azrX9vPy9PRDfRCbLHZowKTtEMuTZk7NX7uKEGL4Pew3bodm+ihfLFOMvLmxsSOMF7hEANxzHceE358duuTBKV/Pw2CNXrI=
t-doc.toray.	86400	in	ns	a1-184.akam.net.
t-doc.toray.	86400	in	ns	a12-66.akam.net.
t-doc.toray.	86400	in	ns	a14-65.akam.net.
t-doc.toray.	86400	in	ns	a4-66.akam.net.
t-doc.toray.	86400	in	ns	a5-66.akam.net.
t-doc.toray.	86400	in	ns	a7-65.akam.net.
taf.toray.	3600	in	ds	63175 13 2 5D7B540A301D5ECBE075D64FEF97F4C0D76040B0E8C9D016D6634A6039A5DC0A
taf.toray.	3600	in	rrsig	DS 8 2 3600 20260128073732 20260121065215 35650 toray. McpfGl7J/nqrsA94d97WiIf8OfyayLtducS1tIcEcU0OZvFzWUUh2I9MdXdhBdt5sEPvP2amRuGj+mpcjAnHOtYKtR6xvVQL6iCXlbuRbpibEtPd4bvWT44pIVNUMNIJ8NybGB90JAyqI8k67483eFsHzVJxH5ITQNftojhORb8=
taf.toray.	86400	in	ns	a1-184.akam.net.
taf.toray.	86400	in	ns	a12-66.akam.net.
taf.toray.	86400	in	ns	a14-65.akam.net.
taf.toray.	86400	in	ns	a4-66.akam.net.
taf.toray.	86400	in	ns	a5-66.akam.net.
taf.toray.	86400	in	ns	a7-65.akam.net.
tbm.toray.	3600	in	ds	40393 13 2 907E5E348610620CEA890A256503A9C29082285147C9EAE66DB4D5B457094209
tbm.toray.	3600	in	rrsig	DS 8 2 3600 20260128082711 20260121165109 35650 toray. O76dLmR4sUvQ61KAvV7IduMc/t0XYsUYqfIPFuL15i59/rXI8QawhxgOBLkifZPrGOOfLfiic2BZ+3CChSuqMvQgK9VbgpiQD4VqNaVvircSBb5i2/zai77V+y8MoaPjQa/wvqgUuYzlcUziIwXO4GRwcRjZT9zqs5MbKb5pp7A=
tbm.toray.	86400	in	ns	a1-184.akam.net.
tbm.toray.	86400	in	ns	a12-66.akam.net.
tbm.toray.	86400	in	ns	a14-65.akam.net.
tbm.toray.	86400	in	ns	a4-66.akam.net.
tbm.toray.	86400	in	ns	a5-66.akam.net.
tbm.toray.	86400	in	ns	a7-65.akam.net.
tcas.toray.	3600	in	ds	5082 13 2 867F50F246F5F73884B97304D883E7AA2B4A7EB5C79C9683369A645B1E3A3AD4
tcas.toray.	3600	in	rrsig	DS 8 2 3600 20260131074913 20260124081612 35650 toray. No+l4ZpLdh/Ys8TqA89kv1BcLTpS7baA5aLocJUzdDNLN8PFps9D0gmDzCrPyr7OIwZ5KaBUvFScU9+He6zKQLurXpUnhCnmdALsP8lhcKKhiIcg6JN5bL/FLpoza2CRf6C6hMkukecisucPiKy6MmFax0/B6tme9JtCKszmCDs=
tcas.toray.	86400	in	ns	a1-184.akam.net.
tcas.toray.	86400	in	ns	a12-66.akam.net.
tcas.toray.	86400	in	ns	a14-65.akam.net.
tcas.toray.	86400	in	ns	a4-66.akam.net.
tcas.toray.	86400	in	ns	a5-66.akam.net.
tcas.toray.	86400	in	ns	a7-65.akam.net.
tdoc.toray.	3600	in	ds	43119 13 2 A7A64087B14431D27E09D4BC77E35E61BD14ECF9AEF50A85BFCB2AD6D85E7803
tdoc.toray.	3600	in	rrsig	DS 8 2 3600 20260129221830 20260123083915 35650 toray. rEn/yNLbHjCwOtgTc9vi8ADpTHEG/COcUJMW0w7VvHNOrMOGGgu7Ata8mHZ+DRGfEhLcaFVURUIA8+mHaIwhbB1m918MX0f86TDipDMfsBvESeu0ZBwUiw2HonzGW9dZF0NyIyECUii8idij3ZS6HuplWqQYBBbqD1ketqzvs0k=
tdoc.toray.	86400	in	ns	a1-184.akam.net.
tdoc.toray.	86400	in	ns	a12-66.akam.net.
tdoc.toray.	86400	in	ns	a14-65.akam.net.
tdoc.toray.	86400	in	ns	a4-66.akam.net.
tdoc.toray.	86400	in	ns	a5-66.akam.net.
tdoc.toray.	86400	in	ns	a7-65.akam.net.
tfn.toray.	3600	in	ds	60014 13 2 C7056786E76B03309C441B861920E5B794B124E3EAC424B1511B6F1FA27A6A0D
tfn.toray.	3600	in	rrsig	DS 8 2 3600 20260129155735 20260122185025 35650 toray. TcQB3F82SYLu66LfKzBxeYr+AJTvC47oz0IcwcdJuak+dBwmIGh9ayZeN7039oifK+1TWlCwSvYfjq2cRTGD1B0ZCrKYp5QXNurj/52ev5HJsbWMhbMVN0LtCKZGx8cBrAt7cf3eizU6qFkVWtt9+JY2XBfyXn+6D3BTX8ek1gU=
tfn.toray.	86400	in	ns	a1-184.akam.net.
tfn.toray.	86400	in	ns	a12-66.akam.net.
tfn.toray.	86400	in	ns	a14-65.akam.net.
tfn.toray.	86400	in	ns	a4-66.akam.net.
tfn.toray.	86400	in	ns	a5-66.akam.net.
tfn.toray.	86400	in	ns	a7-65.akam.net.
ti.toray.	3600	in	ds	19555 13 2 6CB723B637E5FB0C2A9F6F60E48774F59C360EBC2AA9AD4C251A470E24A5507E
ti.toray.	3600	in	rrsig	DS 8 2 3600 20260128173724 20260121162109 35650 toray. q2mn2WHiCjoFX6wDy0WMvbVTg6Ycmowr8dgLx8O/euf1KQR/z+J5cNOf0W4l6ugr+sFrm67cQkFNV5vJDgIZipq01GH4V8kpL4Wf4ifb+wZK9Ss/hY2aHsNVdyvmrMpKqV0vr1NWEk9OzwjodspVTgos3osHyWvEupGIzelVh0s=
ti.toray.	86400	in	ns	a1-184.akam.net.
ti.toray.	86400	in	ns	a12-66.akam.net.
ti.toray.	86400	in	ns	a14-65.akam.net.
ti.toray.	86400	in	ns	a4-66.akam.net.
ti.toray.	86400	in	ns	a5-66.akam.net.
ti.toray.	86400	in	ns	a7-65.akam.net.
tkp.toray.	3600	in	ds	1897 13 2 FCCDDF2E3FF9671C348FA63A0964DBAE06854E60C45CEAFD25B274D135D721C3
tkp.toray.	3600	in	rrsig	DS 8 2 3600 20260130000605 20260123010714 35650 toray. trEijcUjnprr7pcOF7PiMlYOQf5IRwJf64Cqe6I5iNRFvrCNHMHosPmRoTszaH8hdEhtUoKrrAkxbzdAI7YuF4irTPO5UA9RANI/PVfLRk/5bD1+PBbmCo8S/SAWNw5QNp4h/9I2FbJSe9BINO5CAUKQXOOpKRKTO1GpsiUwh54=
tkp.toray.	86400	in	ns	a1-184.akam.net.
tkp.toray.	86400	in	ns	a12-66.akam.net.
tkp.toray.	86400	in	ns	a14-65.akam.net.
tkp.toray.	86400	in	ns	a4-66.akam.net.
tkp.toray.	86400	in	ns	a5-66.akam.net.
tkp.toray.	86400	in	ns	a7-65.akam.net.
tlaps.toray.	3600	in	ds	21878 13 2 4D591B6FC0C6411BBB7EE255D4BD818B992FF4B3A567A594FF620BF4DBBF1D48
tlaps.toray.	3600	in	rrsig	DS 8 2 3600 20260129133413 20260122034218 35650 toray. GwkpZt+9KxN6moZCMJ7amnAvlc0Mm5hy/mfJ20miDcBkyb1zt85+B8/iMNztHzxGqX8xo+OuoGCW/beZw+KObfkPcidIm50bRObQEzSuAcz4027+TGAhpkHtIZXQ6MxZOnOYIomaxx42DuvLc48lYgniO4/nNS3UGDhYAEaxWgo=
tlaps.toray.	86400	in	ns	a1-184.akam.net.
tlaps.toray.	86400	in	ns	a12-66.akam.net.
tlaps.toray.	86400	in	ns	a14-65.akam.net.
tlaps.toray.	86400	in	ns	a4-66.akam.net.
tlaps.toray.	86400	in	ns	a5-66.akam.net.
tlaps.toray.	86400	in	ns	a7-65.akam.net.
tlc.toray.	3600	in	ds	27189 13 2 2D928FE2B528992D6EBC701AEF72DBB7458041D28CA1007752345A7EEE2DC4EF
tlc.toray.	3600	in	rrsig	DS 8 2 3600 20260129112538 20260122053512 35650 toray. kSfKVCh/cT6sFZopRJN3QosT4KY6/ck29rejGJJCFRiCMLKl2WzuLxkIuRXw+DoO9h376B60GVI1BjcOOwvdbKIcZsVJdrJtmMZTU/yhTccUX3i0M5AW0HBQCb+0p5aVu4pamu+0UViEuWFRXBrLJNRh/7WrD0LcbSG23fzHYdk=
tlc.toray.	86400	in	ns	a1-184.akam.net.
tlc.toray.	86400	in	ns	a12-66.akam.net.
tlc.toray.	86400	in	ns	a14-65.akam.net.
tlc.toray.	86400	in	ns	a4-66.akam.net.
tlc.toray.	86400	in	ns	a5-66.akam.net.
tlc.toray.	86400	in	ns	a7-65.akam.net.
tmol.toray.	3600	in	ds	54403 13 2 6A357791A6A47754BB0CB8444626C95899B3E337D1D4BDB3B99A795F1958C505
tmol.toray.	3600	in	rrsig	DS 8 2 3600 20260130083533 20260122225517 35650 toray. FDgEUNfl3nvovLB9aVrnJrNUkK2x/vU4JjeQ0IGsUCjLwt2UTyGitQ45fyvNuT6Lth64SF+y37P9Qkx0uA+QPOkjXeK5Y4UvEiqeX8mPiF5sZQ2og61oalzj1m6RNZeVODq6NJdvQLnPzefAXhN37C0zs24LQHF6PMP6cVcRwJs=
tmol.toray.	86400	in	ns	a1-184.akam.net.
tmol.toray.	86400	in	ns	a12-66.akam.net.
tmol.toray.	86400	in	ns	a14-65.akam.net.
tmol.toray.	86400	in	ns	a4-66.akam.net.
tmol.toray.	86400	in	ns	a5-66.akam.net.
tmol.toray.	86400	in	ns	a7-65.akam.net.
tms.toray.	3600	in	ds	19593 13 2 A28B48649A69A7924994B648BA7CDE14A3B0F310B4ADF79E8B41E204F211DDF1
tms.toray.	3600	in	rrsig	DS 8 2 3600 20260128190544 20260121220409 35650 toray. u0nAtbnkOHWAxEpAsdXdUp5d1If6ppnIfeyE7K5BJVtyJAKMNXVvvIE35E5XenAVrxQlFcIzBQbqW6KuACDMSWr94jwLL5KoLoYyOcCXakVTgbPyMJZEORbabPD2yF7zz7+cVG4DYj/dcpEwfdsH5dKP06Nauw9byY4GdXKUbDY=
tms.toray.	86400	in	ns	a1-184.akam.net.
tms.toray.	86400	in	ns	a12-66.akam.net.
tms.toray.	86400	in	ns	a14-65.akam.net.
tms.toray.	86400	in	ns	a4-66.akam.net.
tms.toray.	86400	in	ns	a5-66.akam.net.
tms.toray.	86400	in	ns	a7-65.akam.net.
to3jklr2gnnibjpd6mvpmnins7fcs1qo.toray.	3600	in	nsec3	1 0 0 - TOD8I3LMGSSMPVVHIP2FOC0QQ9VT5STC NS DS RRSIG
to3jklr2gnnibjpd6mvpmnins7fcs1qo.toray.	3600	in	rrsig	NSEC3 8 2 3600 20260129145642 20260122170118 35650 toray. r8Rm9TGlvN2KRO6ro9py4g7w86Sco2bdJzyTX6b8wqTnuZeEUrExmJQtpXs+D52efS0uqI4sEVGZQrFifb2HkKXHKY6hbSZfu/cI6w4G93a2osCJTAcWGUpI2zvW11u9OmFlIDJeJX0EJP3d8tFTK1P03Gf4fs3QGwg+Fo1rhvI=
tod8i3lmgssmpvvhip2foc0qq9vt5stc.toray.	3600	in	nsec3	1 0 0 - TVGCH1OAM9QBKC1B48OCTN111H5597TA NS DS RRSIG
tod8i3lmgssmpvvhip2foc0qq9vt5stc.toray.	3600	in	rrsig	NSEC3 8 2 3600 20260130061407 20260123103627 35650 toray. caIP2b+48K+ZvUol3NPW296Ji5GbrNucNzhqcMvmcop7WTjY/VEi2txB+aE++u+G1nC8seTAVBai1iH/PAFrqtUV3wOKxrBMmgYMGNJe3NgJTXl6flub+XnI80/UGRJ6D8dDXq+9zO5OkiJwO0UcvWFnQUcGUMu23yRSxfARPcQ=
torain.toray.	3600	in	ds	44276 13 2 1CFEA52E730AB9408258FFB0D98824C3EDDC99643933EA68578CC313BBE82410
torain.toray.	3600	in	rrsig	DS 8 2 3600 20260129103916 20260122115219 35650 toray. eiCOoovGtNqidVJUxhoMVUoOlpKMViZkTAEZc3XUM46jRj71BNCGpcFxzqGzRU6F8/Py5he2FrbQk65gq7K+GsAmpeT+bYt5qMxGpn8XRrcc5y3g4Oaj9hNECY9HfyUt0bRi2LyzSdAJpA2DCWk5le/k2YL2cWb3PAI1lAW5YLY=
torain.toray.	86400	in	ns	a1-184.akam.net.
torain.toray.	86400	in	ns	a12-66.akam.net.
torain.toray.	86400	in	ns	a14-65.akam.net.
torain.toray.	86400	in	ns	a4-66.akam.net.
torain.toray.	86400	in	ns	a5-66.akam.net.
torain.toray.	86400	in	ns	a7-65.akam.net.
toray.	0	in	nsec3param	1 0 0 -
toray.	0	in	rrsig	NSEC3PARAM 8 1 0 20260128195254 20260121070715 35650 toray. OtBFStXOSNgrNe78DNSlRxJ6dpU49UotWthzymv65+pN3JKKsCNC67mKYBgIOaxjjth5V1lOCelPFsJGLw9LcLXhkPql2tVbU0w0yT1S5bmgVaWxvdDk0aBuZUsrYWC9aqbNyQWVjkM693ICt1RvTCY31r5IzGdskh/M3V5gHx8=
toray.	86400	in	dnskey	256 3 8 AwEAAceccQccZC0vVEHhvnJx6bV/rS6plXiKhR5WbX4VNLMp0dvr2oscqbxNvHEAc0/745PHdr/sjNYa//keS9sfeie1b/azebUW0f+X9uA8JPHJp7JL7XTL7L+IsS/J1nij9WLB9ASU0ZwdnX0zCzSJon+yLVKw2Z4B6JEq+Abo5YEt
toray.	86400	in	dnskey	257 3 8 AwEAAdg0+TH0ugxkfmXj5zNf4B7AnsS8y3L9UCKGmUnsCT+ZuiLybuMKSwhxtSio0r+eOl0cg30AnNTkDVcQNIl9UmhsH44AOeRvz3J76JvKOPYElF7gUWR5aXfoESxTlgRblaMHvbgKwAFvuZj7333dgaVStO/wHykgqR46v/890NCmgahUbP5lKyQYWvaQPm+qSN3XJBkzP/oeQ77W34VRzc3nAp5oGsSSJel/KcHqIaz5vC0MntDfrI5syD4BTGRFFb/zo1Rdx7CxPyisW/9IdUODz7riUqXOVpDXEIg3yW34paY6jmZLX43CJEfyQKExkfnHGhEbBGa0glJDk5OsnlM=
