xn--3bst00m.	3600	in	soa	a.zdnscloud.com. td_dns_gtld.knet.cn. 1369996004 600 200 2491200 3600
xn--fiq06jspas1h5ums38a.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq06jspas1h5ums38a.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq06jspas1h5ums38a.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq06jspas1h5ums38a.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq06lpucw1zof7a5im.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq06lpucw1zof7a5im.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq06lwvcbuyo79a1si.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq06lwvcbuyo79a1si.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq08e34g6xfd90exiu.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq08e34g6xfd90exiu.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq08e34gi9euc.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq08e34gi9euc.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq08e34gi9euc.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq08e34gi9euc.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq08e34gi9euc442hnxs.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq08e34gi9euc442hnxs.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq08e34gi9euc442hnxs.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq08e34gi9euc442hnxs.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq08ew3g3mfuc.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq08ew3g3mfuc.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq08ew3g3mfuc.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq08ew3g3mfuc.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq08ew3gmpfir1dj1m.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq08ew3gmpfir1dj1m.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq0a7th1o68ese5586b.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq0a7th1o68ese5586b.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq0a7th1oyof.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq0a7th1oyof.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq0a7th1oyof.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq0a7th1oyof.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq0a963az9d1d6591b.xn--3bst00m.	3600	in	ns	ns1.zxnic.net.
xn--fiq0a963az9d1d6591b.xn--3bst00m.	3600	in	ns	ns2.zxnic.net.
xn--fiq11ynnc35jeqfpw0ce7v.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq11ynnc35jeqfpw0ce7v.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq11ys4h5ieb85bn2s.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq11ys4h5ieb85bn2s.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq13gk6a89g.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq13gk6a89g.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq13gk6an8g.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq13gk6an8g.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq15s489b0hj.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq15s489b0hj.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq15skcq70dus7duqb.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq15skcq70dus7duqb.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq179o.xn--3bst00m.	3600	in	ns	ce1.xincache.com.
xn--fiq179o.xn--3bst00m.	3600	in	ns	ce2.xincache.com.
xn--fiq1kh7l6ndk6an80afxk990h.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq1kh7l6ndk6an80afxk990h.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq1kh7l6ndk6an80afxk990h.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq1kh7l6ndk6an80afxk990h.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq1kh7l6ndk6aryms6hlsn.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq1kh7l6ndk6aryms6hlsn.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq1kh7lspdk4an13afxkx01h.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq1kh7lspdk4an13afxkx01h.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq1kh7lspdk4an13afxkx01h.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq1kh7lspdk4an13afxkx01h.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq1kh7lspdk4arzns6hlsn.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq1kh7lspdk4arzns6hlsn.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq1l67sp2j.xn--3bst00m.	3600	in	ns	ce1.xincache.com.
xn--fiq1l67sp2j.xn--3bst00m.	3600	in	ns	ce2.xincache.com.
xn--fiq1lu6sb4j.xn--3bst00m.	3600	in	ns	ce1.xincache.com.
xn--fiq1lu6sb4j.xn--3bst00m.	3600	in	ns	ce2.xincache.com.
xn--fiq1p86rzre9xoqma.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq1p86rzre9xoqma.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq1px5rlte9xodla.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq1px5rlte9xodla.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq1vp41efga.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq1vp41efga.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq1vp41efga.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq1vp41efga.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq22lfzcbvrtqupyn17y.xn--3bst00m.	3600	in	ns	dns10.hichina.com.
xn--fiq22lfzcbvrtqupyn17y.xn--3bst00m.	3600	in	ns	dns9.hichina.com.
xn--fiq26hmyeps6c4va.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq26hmyeps6c4va.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq26htzeo93c4va.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq26htzeo93c4va.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq2c52trodgzo.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq2c52trodgzo.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq2j75tdw5dy3k.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq2j75tdw5dy3k.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq2j75tdw5dy3k.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq2j75tdw5dy3k.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq2k44t0ri.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq2k44t0ri.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq2k44t0ri.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq2k44t0ri.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq2k44txl7cofijkh.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq2k44txl7cofijkh.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq2k80g5s4g.xn--3bst00m.	3600	in	ns	ce1.xincache.com.
xn--fiq2k80g5s4g.xn--3bst00m.	3600	in	ns	ce2.xincache.com.
xn--fiq2kl1gxs4g.xn--3bst00m.	3600	in	ns	ce1.xincache.com.
xn--fiq2kl1gxs4g.xn--3bst00m.	3600	in	ns	ce2.xincache.com.
xn--fiq2ko6t28pdzbz5d447c.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq2ko6t28pdzbz5d447c.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq2ko6tck7cofijsd.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq2ko6tck7cofijsd.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq2ko6tfqi.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq2ko6tfqi.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq2ko6tfqi.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq2ko6tfqi.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq2q65rswe97ffml.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq2q65rswe97ffml.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq2q65rswe97ffml.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq2q65rswe97ffml.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq2qv4reye97feyk.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq2qv4reye97feyk.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq2qv4reye97feyk.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq2qv4reye97feyk.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq31h22e3y0dnuv.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq31h22e3y0dnuv.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq31h22e3y0dnuv.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq31h22e3y0dnuv.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq31h22en99c.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq31h22en99c.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq31h22en99c.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq31h22en99c.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq31h93e1n3d.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq31h93e1n3d.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq31h93e1n3d.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq31h93e1n3d.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq31h93eix0d2dv.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq31h93eix0d2dv.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq31h93eix0d2dv.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq31h93eix0d2dv.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq31i29d2tc.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq31i29d2tc.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq31i29d2tc.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq31i29d2tc.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq31i9qehsc.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq31i9qehsc.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq31i9qehsc.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq31i9qehsc.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq33n9zbs85e0la48mhu1c.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq33n9zbs85e0la48mhu1c.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq33n9zbs85e0la48mhu1c.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq33n9zbs85e0la48mhu1c.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq33n9zbs85efvdgs6b.xn--3bst00m.	3600	in	ns	ns1.myhostadmin.net.
xn--fiq33n9zbs85efvdgs6b.xn--3bst00m.	3600	in	ns	ns2.myhostadmin.net.
xn--fiq33nh1b2y3ekbfgw1b.xn--3bst00m.	3600	in	ns	ns1.myhostadmin.net.
xn--fiq33nh1b2y3ekbfgw1b.xn--3bst00m.	3600	in	ns	ns2.myhostadmin.net.
xn--fiq33nh1b2y3evca206aho6b.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq33nh1b2y3evca206aho6b.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq33nh1b2y3evca206aho6b.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq33nh1b2y3evca206aho6b.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq33nh1bm67c3gc269b.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq33nh1bm67c3gc269b.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq33nh1bm67c3gc269b.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq33nh1bm67c3gc269b.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq33nh1bm67ct4itiho4y.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq33nh1bm67ct4itiho4y.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq33nh1bm67ct4itiho4y.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq33nh1bm67ct4itiho4y.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq37hvye70fxyfonk.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq37hvye70fxyfonk.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq37hvye70fxyfonk.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq37hvye70fxyfonk.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq3fs8l2oe9riisjyp3ahuvu7b.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq3fs8l2oe9riisjyp3ahuvu7b.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq3fs8l2oe9riisjyp3ahuvu7b.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq3fs8l2oe9riisjyp3ahuvu7b.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq3j55tcki.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq3j55tcki.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq3j55tzpw0h5b.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq3j55tzpw0h5b.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq3p56r2rs4py.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq3p56r2rs4py.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq3pu5rotsfl0a.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq3pu5rotsfl0a.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq402b03jqx5b.xn--3bst00m.	3600	in	ns	ce1.xincache.com.
xn--fiq402b03jqx5b.xn--3bst00m.	3600	in	ns	ce2.xincache.com.
xn--fiq40t4u8busk.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq40t4u8busk.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq444a.xn--3bst00m.	3600	in	ns	ce1.xincache.com.
xn--fiq444a.xn--3bst00m.	3600	in	ns	ce2.xincache.com.
xn--fiq4m06s08bz4dm29a.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq4m06s08bz4dm29a.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq4m06s73b.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq4m06s73b.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq4m06s73b.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq4m06s73b.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq4m06sgxwfgwbw7a.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq4m06sgxwfgwbw7a.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq4m06so6ld1lzxzz4g.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq4m06so6ld1lzxzz4g.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq4m06so6ld1lzxzz4g.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq4m06so6ld1lzxzz4g.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq4m06syl2e.xn--3bst00m.	3600	in	ns	ce1.xincache.com.
xn--fiq4m06syl2e.xn--3bst00m.	3600	in	ns	ce2.xincache.com.
xn--fiq4m06szreqpezyn4sl.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq4m06szreqpezyn4sl.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq4m06szreqpezyn4sl.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq4m06szreqpezyn4sl.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq4mo5s97ld1l481azfe.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq4mo5s97ld1l481azfe.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq4mo5s97ld1l481azfe.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq4mo5s97ld1l481azfe.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq4mo5scxwkiwbw7a.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq4mo5scxwkiwbw7a.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq4mo5skn2e.xn--3bst00m.	3600	in	ns	ce1.xincache.com.
xn--fiq4mo5skn2e.xn--3bst00m.	3600	in	ns	ce2.xincache.com.
xn--fiq4mo5slteqzdf6oqjl.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq4mo5slteqzdf6oqjl.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq4mo5slteqzdf6oqjl.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq4mo5slteqzdf6oqjl.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq4mo5smjcf2dp59a.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq4mo5smjcf2dp59a.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq4mo5stlf.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq4mo5stlf.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq4mo5stlf.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq4mo5stlf.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq4mq2e6uig0c2seb4gloqnoo.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq4mq2e6uig0c2seb4gloqnoo.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq4mq2eltig2c28dp5f50rp7n.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq4mq2eltig2c28dp5f50rp7n.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq531p.xn--3bst00m.	3600	in	ns	ce1.xincache.com.
xn--fiq531p.xn--3bst00m.	3600	in	ns	ce2.xincache.com.
xn--fiq53d60ifrq0f1b8oed3qv7h.xn--3bst00m.	3600	in	ns	ns1.yuminghome.com.
xn--fiq53d60ifrq0f1b8oed3qv7h.xn--3bst00m.	3600	in	ns	ns2.yuminghome.com.
xn--fiq53d911e.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq53d911e.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq53d911e.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq53d911e.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq53l6wc0ywvrc2uw3zc.xn--3bst00m.	3600	in	ns	ns1.dns.com.
xn--fiq53l6wc0ywvrc2uw3zc.xn--3bst00m.	3600	in	ns	ns2.dns.com.
xn--fiq53l6wci80e.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq53l6wci80e.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq53l6wci80e.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq53l6wci80e.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq53l6wcj4jz93cb1m.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq53l6wcj4jz93cb1m.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq53l6wcj4jz93cb1m.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq53l6wcj4jz93cb1m.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq53l6wck2kj2stmb.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq53l6wck2kj2stmb.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq53l6wck2kj2stmb.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq53l6wck2kj2stmb.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq53l6wcw21cidnxhudgas23d.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq53l6wcw21cidnxhudgas23d.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq53leycb11cidnxhu5rai12c.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq53leycb11cidnxhu5rai12c.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq53leycfxwvrc2uw3zc.xn--3bst00m.	3600	in	ns	ns1.dns.com.
xn--fiq53leycfxwvrc2uw3zc.xn--3bst00m.	3600	in	ns	ns2.dns.com.
xn--fiq53leycw60e.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq53leycw60e.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq53leycw60e.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq53leycw60e.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq53leycx2jz93c6em.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq53leycx2jz93c6em.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq53leycx2jz93c6em.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq53leycx2jz93c6em.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq53leycy0kj2stmb.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq53leycy0kj2stmb.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq53leycy0kj2stmb.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq53leycy0kj2stmb.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq53leycy0kjtae41bhsd9y4a.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq53leycy0kjtae41bhsd9y4a.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq53leycy0kjtae41bhsd9y4a.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq53leycy0kjtae41bhsd9y4a.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq53leycy0ky44a5m8a.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq53leycy0ky44a5m8a.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq53leycy0ky44a5m8a.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq53leycy0ky44a5m8a.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq53lk3a01c54pymk12am58z.xn--3bst00m.	3600	in	ns	ce1.xincache.com.
xn--fiq53lk3a01c54pymk12am58z.xn--3bst00m.	3600	in	ns	ce2.xincache.com.
xn--fiq53lk3af0c56pymk12ae90g.xn--3bst00m.	3600	in	ns	ce1.xincache.com.
xn--fiq53lk3af0c56pymk12ae90g.xn--3bst00m.	3600	in	ns	ce2.xincache.com.
xn--fiq53ll3ae0c63av12g.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq53ll3ae0c63av12g.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq53ll3az1c61a029h.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq53ll3az1c61a029h.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq53lw6j9ietx6cpdza.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq53lw6j9ietx6cpdza.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq592k.xn--3bst00m.	3600	in	ns	ns1.dnszw.com.
xn--fiq592k.xn--3bst00m.	3600	in	ns	ns2.dnszw.com.
xn--fiq607f.xn--3bst00m.	3600	in	ns	ns1.gxkjdns.com.
xn--fiq607f.xn--3bst00m.	3600	in	ns	ns2.gxkjdns.com.
xn--fiq60a02p72yy7oe9f.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq60a02p72yy7oe9f.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq60a02p72yy7oe9f.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq60a02p72yy7oe9f.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
xn--fiq60a02ply3bppogox.xn--3bst00m.	3600	in	ns	ns.nagor.cn.
xn--fiq60a02ply3bppogox.xn--3bst00m.	3600	in	ns	ns.nagor.com.cn.
xn--fiq60a02ply3bppogox.xn--3bst00m.	3600	in	ns	ns1.dnsnw.com.
xn--fiq60a02ply3bppogox.xn--3bst00m.	3600	in	ns	ns2.dnsnw.com.
