xn--fiq64b.	3600	in	soa	a.zdnscloud.com. td_dns_gtld.knet.cn. 1341164390 600 3600 1209600 3600
xn--vuq16okpiq6bk9ilrx249anyr.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--vuq267aw21b6ml.xn--fiq64b.	3600	in	ns	ns1.zdns.cn.
xn--vuq267aw21b6ml.xn--fiq64b.	3600	in	ns	ns2.zdns.cn.
xn--vuq40rjn9bt8e.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--vuq40rjn9bt8e.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--vuq40rml8bp9f.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--vuq40rml8bp9f.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--vuq62j.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--vuq62j.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--vuq861bmqbb6h.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--vuq861bmqbb6h.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--vuq861bmqbb6h.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--vuq861bmqbb6h.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--vuq861bmqbb6hbzsooa.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--vuq861bmqbb6hbzsooa.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--vuq861bmqbb6hbzsooa.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--vuq861bmqbb6hbzsooa.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--vuq861bmqbj66ayya557f.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--vuq861bmqbj66ayya557f.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--vuq861bmqbj66ayya557f.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--vuq861bmqbj66ayya557f.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--vuq861bmqbw06e.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--vuq861bmqbw06e.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--vuq861bmqbw06e.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--vuq861bmqbw06e.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--vuq87o001d8ka.xn--fiq64b.	3600	in	ns	ns1.citictel.com.
xn--vuq87o001d8ka.xn--fiq64b.	3600	in	ns	ns2.citictel.com.
xn--vuq87odoiq6bkx4fffcn96a7va.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--vuq87odoiq6bkx4fffcn96a7va.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--vuq87odoiq6bkx4fffcn96a7va.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--vuq87odoiq6bkx4fffcn96a7va.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--vuq87odoiq6bkx4fw5r.xn--fiq64b.	3600	in	ns	ns1.hk.net.
xn--vuq87odoiq6bkx4fw5r.xn--fiq64b.	3600	in	ns	ns11.hk.net.
xn--vuq87odoiq6bkx4fw5r.xn--fiq64b.	3600	in	ns	ns12.hk.net.
xn--vuq87odoiq6bkx4fw5r.xn--fiq64b.	3600	in	ns	ns2.hk.net.
xn--vw0ar62c.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--vw0ar62c.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--w2xo70e.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--w2xo70e.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--w2xs24e.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--w2xs24e.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--wc3a5b.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--wc3a5b.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--wc3a5b.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--wc3a5b.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--wlqw1s.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--wlqw1s.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--wlqy42g4gf7vt.xn--fiq64b.	3600	in	ns	ns1.zdns.cn.
xn--wlqy42g4gf7vt.xn--fiq64b.	3600	in	ns	ns2.zdns.cn.
xn--wnym39b.xn--fiq64b.	3600	in	ns	ns1.citictel.com.
xn--wnym39b.xn--fiq64b.	3600	in	ns	ns2.citictel.com.
xn--yhq3do67awlc29e587d6np19h80h.xn--fiq64b.	3600	in	ns	cns1.zdnscloud.net.
xn--yhq3do67awlc29e587d6np19h80h.xn--fiq64b.	3600	in	ns	dns1.zdnscloud.info.
xn--yhq3do67awlc29e587d6np19h80h.xn--fiq64b.	3600	in	ns	ins1.zdnscloud.com.
xn--yhq3do67awlc29e587d6np19h80h.xn--fiq64b.	3600	in	ns	vns1.zdnscloud.biz.
xn--ykr0qx06e.xn--fiq64b.	3600	in	ns	gns1.zdnscloud.net.
xn--ykr0qx06e.xn--fiq64b.	3600	in	ns	gns2.zdnscloud.net.cn.
xn--ykr0qx06e.xn--fiq64b.	3600	in	ns	lns1.zdnscloud.info.
xn--ykr0qx06e.xn--fiq64b.	3600	in	ns	lns2.zdnscloud.biz.
xn--fiq64b.	3600	in	soa	a.zdnscloud.com. td_dns_gtld.knet.cn. 1341164390 600 3600 1209600 3600
